Province,Name,Amount
LIMPOPO,THUSANANG SPORTS AND AGED,92466.0
FREE STATE,JONAISE EDCUARE CENTRE,130000.0
FREE STATE,TSHEPANG H I V/ AIDS ORGANISATION,145600.0
LIMPOPO,MPUDULLE DAY CARE CRECHE,135173.0
LIMPOPO,BAPULENG CRECHE,175000.0
LIMPOPO,LEHLABILE COMMUNITY CRECHE,159200.0
NORTH WEST,LYDIA MOENG FOUNDATION,100000.0
EASTERN CAPE,MASIVUYE OLD AGE CENTRE,159352.0
EASTERN CAPE,NGOKHOLO COMMUNITY CENTRE,194315.0
FREE STATE,LESEDING DAY CARE CENTRE,184402.0
EASTERN CAPE,ENKAZIMLWENI SERVICE CENTRE,237526.0
MPUMALANGA,KASANI CRECHE,131000.0
FREE STATE,LESEDI MOHAU DEVELOPMENT CCENTRE,130000.0
MPUMALANGA,TRY AGAIN THE HEROES OF LESEDI EDUCARE,132000.0
GAUTENG,THUSANANG DAY CARE CENTRE,145800.0
GAUTENG,NACHAM WELLNESS CONSULTANCY,300000.0
FREE STATE,DISABLED WOMEN`S NETWORK,109500.0
MPUMALANGA,BRIGHT FUTURE PREVENTION PROGRAMME,94000.0
LIMPOPO,EKUPHUMULENI DAY CARE,182155.0
LIMPOPO,MAITEKO DISABLED  CENTRE,160000.0
LIMPOPO,MOHLAKOLANE CRECHE,143400.0
LIMPOPO,VUWANI VICTIM EMPOWERMENT PROGRAMME,128400.0
LIMPOPO,MAHANDA COMMUNITY CRECHE,164885.0
MPUMALANGA,LINDOKUHLE DAY CARE AND PRE-SCHOOL,124249.0
MPUMALANGA,SITJHEJILE EDUCARE CENTRE,164544.0
MPUMALANGA,MDUMISENI EDUCARE CENTRE,142992.0
MPUMALANGA,ABADUDUZI AGED GROUP,146500.0
FREE STATE,BOKAMOSO DAY CARE,308100.0
GAUTENG,LION SUNSHINE CRECHE,143280.0
GAUTENG,CHIP N DALE CENTRE FOR LITTLE PEOPLE,130902.0
FREE STATE,MPHOHADI DAY CARE,142500.0
LIMPOPO,SEKWENG CRECHE,147000.0
MPUMALANGA,LEBONE DAY CARE CENTRE,140000.0
MPUMALANGA,BUYISONTO DROP IN CENTRE,141000.0
MPUMALANGA,HLUVHUKANI HOME BASED CARE,126000.0
FREE STATE,ITUMELENG BAHOLO LUNCHEON CLUB,84200.0
MPUMALANGA,CHRISTELIK -MAATSKAPLIKE RAAD VAN KOMATIPOOORT,150000.0
LIMPOPO,IKAGENG KROMHOEK DROP IN CENTRE,155150.0
GAUTENG,BOIPELONG DAY CARE CENTRE,183000.0
FREE STATE,BOIKGUTSONG MULTIPURPOSE EDUCARE CENTRE,269284.0
FREE STATE,NTATAISE DAY CARE,166000.0
GAUTENG,OTHANDWENI COMMUNITY DEVELOPMENT SERVICE,114000.0
LIMPOPO,TRUE LIFE CRECHE,149000.0
GAUTENG,IKUSASA ELIHLE DAY CARE,126000.0
WESTERN CAPE,UMTHOMBO WEMFUNDE EDUCARE,85368.0
WESTERN CAPE,SIBONGUMUSA ECD CENTRE,97325.0
KWAZULU-NATAL,MAYIBUYI YOUTH ORGANISATION,141075.0
LIMPOPO,BUZZY BEE CRECHE,131995.0
KWAZULU-NATAL,THOLAKELE CRECHE & PRE-SCHOOL,117600.0
WESTERN CAPE,THE ISIQALO FOUNDATION TRUST,145000.0
KWAZULU-NATAL,INDUMISO CRECHE,135400.0
MPUMALANGA,BADUDUDZE DROP IN CENTRE,130800.0
KWAZULU-NATAL,NDULINDE DAY CARE CENTRE,155990.0
KWAZULU-NATAL,ZIMELE PRE-SCHOOL,155262.0
FREE STATE,TSHIRELETSO VICTIM EMPOWERMENT CENTRE,135095.0
LIMPOPO,BATLOKWA DROP IN CENTRE,127000.0
KWAZULU-NATAL,EKUVUKENI CRECHE,157000.0
MPUMALANGA,OSIZWENI SERVICE CENTRE,154542.0
NORTH WEST,TAING BOKOKO SERVICE CLUB,134000.0
LIMPOPO,ITEKENG NTAGANE CRECHE,175990.0
GAUTENG,AGA SECHABA COMMUNITY PROJECTS,125000.0
MPUMALANGA,ENTOKOZWENI PRE-SCHOOL,145000.0
NORTH WEST,TSOGA-O-ITIRELE HOME BASED CARE,140000.0
WESTERN CAPE,PNIEL KAROOVLAKTE ONTWIKKELINGSORGANISASIE,135000.0
GAUTENG,VULINDLELA DAY CARE AND PRE SCHOOL,119220.0
KWAZULU-NATAL,NKAPHA PRE-SCHOOL,150525.0
KWAZULU-NATAL,LUKHETHENI PRE-SCHOOL,152298.0
LIMPOPO,ARE THABENG TSHWARE ORPHANS,172128.92
MPUMALANGA,PHAPHAMANI HOME BASED CARE PROJECTS FOR HIV/AIDS CLIENTS,176000.0
MPUMALANGA,NHLETELO PRE SCHOOL,146000.0
GAUTENG,HELLO AFRICA,91000.0
GAUTENG,TEBOGO OFENTSE FOUNDATION,89000.0
MPUMALANGA,HLANGANANI VA KOKWANE,120000.0
MPUMALANGA,RHANGANI COMMUNITY CRECHE,123300.0
KWAZULU-NATAL,THANDANANI CRECHE,135412.0
MPUMALANGA,THUTHUKANI PRE SCHOOL,159956.0
GAUTENG,POWER HOUSE MEALS ON WHEELS,130000.0
KWAZULU-NATAL,USAC NPC,146500.0
WESTERN CAPE,NEWKIDZ ON THE BLOCK,90000.0
WESTERN CAPE,SCALABRNI CENTRE OF CAPE TOWN,291339.0
FREE STATE,EMMANUEL CRECHE AND AFTER CARE,126411.0
WESTERN CAPE,"GUARDIAN ANGEL EDUCATIONAL ENTERPRENEURIAL INTRAPRENEURIAL
NETWORK NPC",62915.0
WESTERN CAPE,SOLUTION BASE,322000.0
MPUMALANGA,SWAXINGA DAY CARE,132000.0
KWAZULU-NATAL,BAMBANANI CRECHE,154097.0
KWAZULU-NATAL,SAKHISIZWE CRECHE,145975.0
LIMPOPO,MAPAPILA CRECHE,151942.0
GAUTENG,NOVA INSTITUTE,300000.0
KWAZULU-NATAL,HOME OF HOPE COMMUNITY DEVELOPMENT,162000.0
NORTH WEST,REKATHUSA HOME BASED CARE,129800.0
MPUMALANGA,ZAMOKUHLE DISABLE PEOPLE OF SOUTH AFRICA,148145.0
MPUMALANGA,GOLANGBANA DAY CARE CENTRE,140000.0
GAUTENG,WEDELA OLD AGE SERVICE CENTRE,135600.0
MPUMALANGA,LEHLOMISANG DAY CARE CENTRE,92000.0
LIMPOPO,MAKOBATSATSI DAY CARE CENTRE,115800.0
NORTH WEST,GAABO-MOTHO DROP-IN CENTRE,143000.0
NORTH WEST,LETSOPA DISABLE CENTRE,110000.0
LIMPOPO,LEKUKELA DAY CARE CENTRE AND COMMUNITY DEVELOPMENT PROJECT,59000.0
WESTERN CAPE,MZAMOMHLE EDUCARE CENTRE,112639.0
WESTERN CAPE,INNER STRENGTH TRUST,120000.0
MPUMALANGA,TSHOLOFELO DAY CARE,166749.0
LIMPOPO,XHEVONDA CRECHE,147079.0
NORTHERN CAPE,INSTITUTE FOR SUSTAINABLE SOCIAL  DEVELOPMENT,173719.0
GAUTENG,THOLUMQHELE PRE& CRECHE,136700.0
MPUMALANGA,FUND`UKUZENZELA HOME BASED CARE GIVERS,106000.0
KWAZULU-NATAL,PHAPHAMANI CRECHE,142250.0
GAUTENG,HAPPY DAYS DAY CARE CENTRE,137000.0
NORTHERN CAPE,BOIKOBO COMMUNITY HOME BASED CARE,143800.0
GAUTENG,MAMSHOBA DAY CARE CENTRE,167500.0
NORTHERN CAPE,DITHAKONG RURAL YOUTH DEVELOPMENT ORGANISATION,218203.0
NORTHERN CAPE,TSHWARAGANANG OLD AGE  CENTRE,327838.0
MPUMALANGA,VUKUZENZELE YOUTH DEVELOPMENT CENTRE,109349.0
NORTHERN CAPE,LIVING WATERS OLD AGE CLUB,299400.0
NORTH WEST,SIZANANI DAY CARE CENTRE,117000.0
GAUTENG,RIPPLE READING,128604.0
KWAZULU-NATAL,ISULETHU CRECHE,110900.0
LIMPOPO,RETHUSEGILE CRECHE,150500.0
WESTERN CAPE,MALIBU VILLAGE EDUCARE CENTRE & AFTRECARE,129400.0
LIMPOPO,MULIMA COMMUNITY HOME BASED CARE,110700.0
LIMPOPO,MOSETHLE CRECHE,146600.0
LIMPOPO,ELIM SOCIETY FOR DISABLED,145000.0
LIMPOPO,PALEDI DROP IN CENTER,160000.0
KWAZULU-NATAL,KHULA YOUTH EMPOWERMENT ORGANISATION,137100.0
LIMPOPO,LOMBARD DISABILITY CENTRE,160000.0
KWAZULU-NATAL,SIPHOSETHU CRECHE AND PRE SCHOOL,176456.0
LIMPOPO,SETSOGA CHUENE PRE SCHOOL,136154.0
LIMPOPO,MURAGA DROP IN CENTRE,148669.0
LIMPOPO,FARANANI YOUTH DEVELOPMENT CENTRE,122000.0
FREE STATE,KATLEHO CRECHE,316638.0
FREE STATE,LEBOHANG COMMUNITY BASED CARE SUPPORT SERVICES,124400.0
GAUTENG,ITSOSENG REFILWE OLD AGE FOR THE ELDERLY CARE,261965.0
NORTHERN CAPE,RETSWELELE COMMUNITY DEVELOPMENT CENTRE,367400.0
KWAZULU-NATAL,ZULU CONGREGATIONAL CHURCH EASTERBOURNE CIRCUIT,123394.0
GAUTENG,LELAZEAL FEEDING SCHEME AND OTHER PROJECTS,89000.0
GAUTENG,REAGILE COMMUNITY DEVELOPMENT,120000.0
FREE STATE,ITEMOHENG CRECHE AND PRE SCHOOL,191000.0
KWAZULU-NATAL,MSUNDUZI HOSPICE ASSOCIATION,467630.0
KWAZULU-NATAL,NHLOSOKUHLE CRECHE,144920.0
FREE STATE,MMAKHUTSITSENG  CRECHE,116424.0
GAUTENG,SOUTH AFRICAN COMMUNITY PROJECT,177025.0
NORTHERN CAPE,ST GEORGE DAY CARE CENTRE,240995.0
LIMPOPO,HOME OF FAITH CENTRE,182090.0
LIMPOPO,PRAISE CENTRE COMMUNITY EDU CARE,152000.0
LIMPOPO,WITPOORT VICTIM EMPOWERMENT CENTRE,133815.0
LIMPOPO,MPHEPHU VICTIM EMPOWERMENT,150000.0
NORTHERN CAPE,GHARANA COMMUNITY NUTRUTIONAL,292380.0
GAUTENG,BETTY BROWN DAY CARE CENTRE,214612.0
FREE STATE,VRYSTAAT-VERSORGING IN AKSIE TAK GOUDRIF,238500.0
NORTHERN CAPE,WOMAN IN PRAYER GROUP SOUKITCHEN,164185.0
LIMPOPO,MURANGONI HOME BASED CARE,186000.0
LIMPOPO,SEENG CRECHE,196163.0
LIMPOPO,MAGATIKELE CRECHE,105000.0
LIMPOPO,ITSOSHENG BAKONE CRECHE,187000.0
FREE STATE,BETHLEHEM CHILD AND FAMILY WELFARE,400000.0
LIMPOPO,MASHITE OLD AGE DAY CARE CENTRE,169000.0
LIMPOPO,A RE IKAGENG EDUCARE,196525.0
FREE STATE,ITEKENG LUNCHEON CLUB,218800.0
GAUTENG,LITTLE ANGEL DAY CARE CENTRE,159000.0
LIMPOPO,MAYAHABO ELDERLY CENTRE,120000.0
LIMPOPO,EDUCATIONAL JOURNEY,108500.0
GAUTENG,ANGELS AND US DAY CARE CENTRE,232990.0
LIMPOPO,EVERYDAY SUNSHINE EDUCARE,152000.0
GAUTENG,GAUTENG CHILDREN`S RIGHTS COMMITTEE,321000.0
NORTH WEST,ONALERONA HEALTH CARE CENTRE,165566.0
KWAZULU-NATAL,SIZANOKUHLE NURTURING CARE CENTRE,199900.0
KWAZULU-NATAL,LINDOKUHLE CRECHE,145400.0
KWAZULU-NATAL,NONCEBO ECD CENTRE,131740.0
KWAZULU-NATAL,SAMUKELWE,137400.0
LIMPOPO,MASHILE MAPONYA PRE SCHOOL,150000.0
GAUTENG,TWINKLE TWINKLE NURSERY,160000.0
GAUTENG,ARISE AND SHINE EARLY CHILDHOOD DEVELOPMENT,155000.0
KWAZULU-NATAL,JELLY TOTS CRECHE AND PRE SCHOOL,118200.0
KWAZULU-NATAL,LITTLE FLOWER  DAY CARE AND RESOURCE CENTRE ASSOCIATION,163750.0
GAUTENG,GA-RANKUWA CYCLING AGAINST SUBSTANCE ABUSE,170000.0
KWAZULU-NATAL,AMADLELO COMMUNITY DEVELOPMENT ORGANISATION,128700.0
KWAZULU-NATAL,PASTOR MADLALA REVIVALS LEARNING CENTRE,124300.0
KWAZULU-NATAL,THOKOZA CRECHE,226700.0
NORTHERN CAPE,CARE 4 LIFE,155300.0
NORTHERN CAPE,RETHUSENG CLUB FOR THE AGED,152458.0
KWAZULU-NATAL,KUZUKUKHANYA CRECHE,258587.0
NORTHERN CAPE,ASKHAM YOUTH SERVICE CENTRE,65472.0
LIMPOPO,ARISE AND SHINE MOTIVATIONAL ORGANISATION,297097.0
LIMPOPO,KUHLULA DISABILTY CENTRE,160000.0
KWAZULU-NATAL,KHETHUKUTHULA CRECHE AND PRE-SCHOOL,278053.0
KWAZULU-NATAL,ZAMANI CRECHE,201610.0
GAUTENG,MOTHEO CORNESTONE PRE SCHOOL,365798.0
KWAZULU-NATAL,SIZAMISENI CRECHE,235705.0
KWAZULU-NATAL,THANDANANI CRECHE,207010.0
KWAZULU-NATAL,BAMBANANI CRECHE,306778.0
KWAZULU-NATAL,THUTHUKANI DEVELOPMENT ORGANISTION,131562.0
KWAZULU-NATAL,AMAGUGU ESIZWE CRECHE,169910.0
KWAZULU-NATAL,LWAZI CRECHE,160400.0
KWAZULU-NATAL,DURBAN AND COASTAL MENTAL HEALTH,655820.0
KWAZULU-NATAL,BLACK DIAMONDS SOCIAL WELFARE,126485.0
MPUMALANGA,THE GREATER NELSPRUIT RAPE INTERVISION PROJECT GROUP,2016000.0
KWAZULU-NATAL,KHULASIZWE CRECHE,157750.0
MPUMALANGA,HOPE OF GLORY COMMUNITY PROJECT,132509.0
MPUMALANGA,NTUNDA HOME BASED CARE,281000.0
GAUTENG,TSWELOPELE DAY CARE CENTRE,292900.0
FREE STATE,DINEO CRECHE,197000.0
KWAZULU-NATAL,SIYAPHAPHAMA CRECHE,262640.0
GAUTENG,WESTBURY AIDS SUPPORT GROUP,288000.0
FREE STATE,LEHAE LA RONA OLD AGE CARE CENTRE,282393.0
MPUMALANGA,VIOLET BANK COMMUNITY CRECHE,356500.0
FREE STATE,TIISETSO CRECHE,212995.0
MPUMALANGA,EMMANUEL FROP IN CENTRE,202230.0
MPUMALANGA,CUNNINGMOORE PRE-SCHOOL,134000.0
MPUMALANGA,SIYAGCINWA DISABLED CENTRE,166000.0
FREE STATE,KUTWANONG COMMUNITY CRECHE,315540.0
LIMPOPO,KEEP THE DREAM 196,132000.0
EASTERN CAPE,SIZAMOKUHLE EDUCARE CENTRE,119200.0
LIMPOPO,LERATONG CRECHE,145063.0
EASTERN CAPE,SINETHEMBA HOME BASED CARE,508940.0
LIMPOPO,MAKONDE HOME BASED CARE,102180.0
EASTERN CAPE,THE WORKBENCH CENTRE,201154.0
EASTERN CAPE,RISE 'N SHINE DISABILITY MAGAZINE,412500.0
EASTERN CAPE,ZAMANI DAY CARE CENTRE,124440.0
GAUTENG,VUKUZENZELE OLD AGE HOME,479301.0
LIMPOPO,NOMAGOM DROP IN CENTRE,160000.0
WESTERN CAPE,MASIFUNDE CRECHE,136149.0
LIMPOPO,MAHLATSE KE LERATO SERVICE CENTRE,169000.0
FREE STATE,THABONG PRE DAY CARE CENTRE,254464.0
GAUTENG,RATANANG DAY CARE CENTRE,116000.0
FREE STATE,WOMEN SUPPORT GROUP,145495.0
FREE STATE,BOLOKANG CHURCHES ORGANISATION,120896.0
FREE STATE,BOLOKANG SOUP KITCHEN,208584.0
NORTH WEST,BESSIE-MPELEGELE-NGWANA CARE CENTRE,540532.0
MPUMALANGA,GUGULETHU DAY CARE,127848.0
MPUMALANGA,KGOTLELELO HOME BASED CARE,215359.0
WESTERN CAPE,ACVV BREDASDORP,483633.0
MPUMALANGA,RE TLA KGONA HOME BASE CARE,109500.0
NORTH WEST,SEOPA SENGWE OLD AGE HOME,168600.0
LIMPOPO,KHALAVHA ADULT CENTRE,140000.0
KWAZULU-NATAL,ZAMUKUKHANYA CRECHE,295045.0
LIMPOPO,KOKO-KHUTSA COMMUNITY CRECHE,451408.0
FREE STATE,GENEZARETHA DAY CARE CENTRE,262659.0
LIMPOPO,NALEDI COMMUNITY CRECHE,461564.0
LIMPOPO,NYABELA DAY CARE CENTRE,135505.0
LIMPOPO,SAAM STAAN SENOIR CITIZEN CARE ORGANISATION,136000.0
LIMPOPO,LIMPOPO COMMUNITY DEVELOPERS,140000.0
LIMPOPO,DAVHANA SOCIETY FOR THE CARE OF THE AGED,128500.0
LIMPOPO,MUTALE VICTIM EMPOWERMENT PROGRAMME,226300.0
LIMPOPO,MMAKGOLENG CRECHE,165528.0
LIMPOPO,PHAKA CRECHE,399352.0
LIMPOPO,KGETHO DROP IN CENTRE,456669.0
EASTERN CAPE,PHUMELELA DAY CARE CENTRE,153500.0
KWAZULU-NATAL,MASIBUMBANE CRECHE,202700.0
FREE STATE,CHILD WELFARE BLOEMFONTEIN AND CHILDLINE FREE STATE,703273.0
EASTERN CAPE,MAKUKHANYE DAY CARE CENTRE,80000.0
EASTERN CAPE,AMATOLA HIV/AIDS & STI'S INTERVENTION PROJECT,292800.0
GAUTENG,THULI HOME,523441.0
GAUTENG,"NGWANA KE LERATO CRECHE, PRE-SCHOOL & AFTER CARE",67230.0
LIMPOPO,MAHLOTSE CRECHE,160000.0
LIMPOPO,MASHOENE CRECHE,160000.0
LIMPOPO,MALOPE CRECHE,152300.0
LIMPOPO,NHLAHLE CRECHE & PRE SCHOOL,160000.0
LIMPOPO,REKOPANE EDU CARE CENTER,231000.0
LIMPOPO,VUKUZENZELE OLD AGE,208916.0
GAUTENG,RETHABILE EARLY LEARNING CENTRE,290000.0
NORTH WEST,MAKGOLA EARLY LEARNING CENTRE,253078.0
NORTH WEST,GOSEGO DAY CARE CENTRE,235441.0
MPUMALANGA,SIBUSISE EDUCARE CENTRE,319617.0
GAUTENG,DAVID BOPAPE EARLY CHILDHOOD DEVELOPMENT CENTRE,205293.0
MPUMALANGA,MAKHUNDU HOME BASED CARE,132500.0
FREE STATE,LOUIS MAFUNGU DAY CARE CENTRE,127500.0
KWAZULU-NATAL,SAKHIMPILO HOME BASED CARE,229675.0
MPUMALANGA,TOGETHER EDUCARE CENTRE,150500.0
LIMPOPO,MOTSOGE CRECHE,343650.0
GAUTENG,HAPPY KIDZ DAY CARE,164464.0
GAUTENG,INKWEKWEZI PRE SCHOOL & CRECHE,155000.0
GAUTENG,CHILDLINE GAUTENG,319910.0
GAUTENG,LETHABONG DAY CARE CENTRE,160000.0
NORTHERN CAPE,DR MANDELA SENIOR CITIZENS CENTRE,220610.0
NORTHERN CAPE,OMOGOLO WOMEN IN ACTION ORGANISATION,171400.0
FREE STATE,LESEDI EDUCARE CENTRE,338200.0
LIMPOPO,RE YA PELE MOGAUNG AGED PROJECT,190000.0
NORTHERN CAPE,BOSABOSELE PRE-SCHOOL,327761.0
FREE STATE,BOKAHOSANE BA BANA,161000.0
GAUTENG,KHANYISILE DAY CARE CENTRE,192500.0
NORTHERN CAPE,TSHIMOLOGO SUPPORT CARE GROUP,159800.0
MPUMALANGA,THABULUKANI HOME BASED CARE,142000.0
NORTH WEST,AFRICAN WOMEN ARISE AND SHINE,174024.0
GAUTENG,INKWEKWEZI  PRE -SCHOOL AND CRECHE,128000.0
LIMPOPO,RELEBOGILE CRECHE,149000.0
GAUTENG,WIDE HORIZON HOSPICCE ASSOCIATION,705682.0
GAUTENG,ANGEL ACADEMY,218500.0
GAUTENG,JOY DAY CARE CENTRE,191000.0
GAUTENG,OMPHILE EARLY LEARNING CHILDHOOD DEVELOPEMNT,228600.0
GAUTENG,IKETLENG EARRLY LEARNING CENTRE,139000.0
GAUTENG,TOKOLOGO DAY CARE,176000.0
NORTH WEST,ADOPTION COMMUNITY DEVELOPMENT PROJECT,156600.0
NORTHERN CAPE,BOAGO HOME BASED CARE,371500.0
WESTERN CAPE,MASIPHAKAME EDUCARE CENTRE,190012.0
KWAZULU-NATAL,BUSISIWE CRECHE,190323.21
KWAZULU-NATAL,IBHEKAMNYASWA CRECHE,427626.0
GAUTENG,TSHEPO TUMELONG DAY CARE CENTRE,289037.0
GAUTENG,LIGHT CENTRE FOR CHILDREN WITH DISABILITIES (24 HR CARE ),2618000.0
NORTHERN CAPE,SANTA NORTHER N CAPE,187400.0
EASTERN CAPE,THINA DAY CARE CENTRE,167800.0
NORTH WEST,RESEGO COMMUNITY HOME BASED CARE CENTRE,99600.0
NORTHERN CAPE,HOLY ANGELS CRECHE,376800.0
NORTHERN CAPE,TOUCHING HIS HEM SOCIAL OUTREACH CENTRE,82500.0
KWAZULU-NATAL,SIZISIZWE CRECHE,281448.0
KWAZULU-NATAL,SIYABATHANDA ILLOVE CARE GIVERS,285200.0
KWAZULU-NATAL,IKUSASALOMKHONJENI CRECHE,247707.0
NORTH WEST,KEALEBOGA CRECHE,474040.0
FREE STATE,"VRYSTAAT VERSORGING IN AKSIE, DAGSORGFASILITEIT ROOIKAPPIES PRE
PRIMERE SKOOL",160161.0
KWAZULU-NATAL,CHILD'S HEART FOUNDATION,166916.0
NORTHERN CAPE,LONGLANDS SOUP KITCHEN,208300.0
KWAZULU-NATAL,SIYAMUKELA CRECHE,365301.0
FREE STATE,ST JOSEPH GENERAL EDUCARE CENTRE,357700.0
FREE STATE,RETSHEPILE DAY CARE,141100.0
WESTERN CAPE,HERMANUS FRAIL CARE CENTRE,381300.0
WESTERN CAPE,WITZENBERG ABUSE CRISIS CENTRE,183641.0
KWAZULU-NATAL,ORA ET LABORA NO.2 CRECHE,181597.37
KWAZULU-NATAL,INAKHUKUKHANYA COMMUNITY CRECHE,303970.0
KWAZULU-NATAL,SANDISOKUHLE CRECHE,245931.0
NORTH WEST,ORPHANS HOMECARE COMMUNITY PROJECT,143099.0
KWAZULU-NATAL,VULINDLELA COMMUINTY BASED ORGANISATION,179650.0
KWAZULU-NATAL,ISIMANGALISO CRECHE,149500.0
KWAZULU-NATAL,MBALENHLE PLACE OF CARE,349230.0
LIMPOPO,ZWASHU DAY CARE CENTRE,172000.0
KWAZULU-NATAL,LIFE LINE DURBAN,514056.0
NORTH WEST,PHOLO MODI WA SECHABA HOME BASE CARE,285861.0
FREE STATE,HARE THUSANENG CRECHE & PRE SCHOOL,245157.0
NORTH WEST,OLERATO EARLY LEARNING CENTRE,346408.0
FREE STATE,KHAUHELO DAY CARE CENTRE,268847.0
FREE STATE,SHILLOH MISSION DAY CARE,383837.0
GAUTENG,GRASAR DAY CARE CENTRE,208000.0
LIMPOPO,MASHUPSANE CRECHE,322211.0
GAUTENG,PRINCE OF PEACE PRE-SCHOOL,183200.0
GAUTENG,LITTLE GREATER ONE'S DAY CARE,154000.0
FREE STATE,KGODISONG PRE-PRIMARY SCHOOL,350946.0
LIMPOPO,RELAETSA KWANO DROP IN CENTRE,160950.0
WESTERN CAPE,THANDABANTU PRE-SCHOOL,79100.0
KWAZULU-NATAL,MNCEDISI DAY CARE CENTRE,397950.0
EASTERN CAPE,SOPHUMELELA DAY CARE CENTRE,251250.0
WESTERN CAPE,ABIGAIL WOMAN'S MOVEMENT,621473.0
KWAZULU-NATAL,SINETHEMBA WETANI CRECHE,213000.0
KWAZULU-NATAL,UNIT J ECD AND DEVELOPMENT CENTRE,257482.0
NORTH WEST,FRANCINA AGAINST CHILDREN AND WOMEN ABUSE,138100.0
KWAZULU-NATAL,THOLUTHANDO DAY CARE,408761.0
KWAZULU-NATAL,SIKHONA CRECHE,440540.0
FREE STATE,THUSANONG CARE CENTRE,116719.0
MPUMALANGA,MAKECIA EDUCARE CENTRE,137200.0
KWAZULU-NATAL,ZUZIMPILO COMMUNITY CARE CENTRE,140000.0
KWAZULU-NATAL,SIYETHEMBA COMMUNITY PROJECT,134165.0
GAUTENG,PROGRESS DAY CARE CENTRE,190700.0
GAUTENG,GRACA DAY CARE & PRE SCHOOL,283086.0
FREE STATE,"CHILD WELFARE SOUTH AFRICA, GOLDFIELDS",677120.0
KWAZULU-NATAL,NTININI DROP IN CENTRE,618000.0
NORTH WEST,REFENTSE EARLY LEARNING CENTRE,174050.0
FREE STATE,ZONKE EDU CARE,147500.0
WESTERN CAPE,PINELANDS CRECHE,115000.0
GAUTENG,FAMILIES SOUTH AFRICA PRETORIA,497200.0
GAUTENG,EYETHU DAY CARE CENTRE,167600.0
FREE STATE,PETSANA CHILD CARE FORUM,654484.0
NORTHERN CAPE,SETLOGILE EARLY LEARNING CENTRE,167977.0
GAUTENG,DIVINE MOTHERS CARE CENTRES,187500.0
NORTHERN CAPE,RITCHIE HIVAMD AIDS CAMPAIGN,186824.0
LIMPOPO,PHAAHLA CRECHE,429303.0
LIMPOPO,MOKOPU CRECHE,378460.0
KWAZULU-NATAL,KHULULEKANI COMMUNITY CENTRE,490308.0
KWAZULU-NATAL,CELOKUHLE CRECHE,476198.0
LIMPOPO,WILLIAM PHASHA CRECHE,126000.0
KWAZULU-NATAL,BAHLEBONKE CRECHE,243000.0
NORTHERN CAPE,KUTLWANO HOME BASED CARE,326000.0
WESTERN CAPE,THE VALLEY'S AND MOUNTAIN DEVELOPMENT CENTRE,225707.0
LIMPOPO,J.S. MOSIMA CRECHE,106420.0
GAUTENG,RAND AID ASSOCIATION,828030.0
GAUTENG,SUNRISE DAY CARE CENTRE,164500.0
GAUTENG,MOTHEO PRE-PRIMARY EDUCATION,653326.0
FREE STATE,KATLEHONG DAY CARE AND PRE-SCHOOL,152700.0
LIMPOPO,PHAFOGANG DROP IN CENTRE,130000.0
GAUTENG,MAZIBUY EMASISWENI HOME BASED CARE AND EMPOWERMENT,165821.0
NORTH WEST,DITHAKWANENG HOME BASED CARE GROUP,201400.0
KWAZULU-NATAL,MANDOYA  CRECHE,268441.0
KWAZULU-NATAL,SENZAKAHLE CRECHE,186000.0
LIMPOPO,BOPHELONG DAY CARE PROJECT,140000.0
WESTERN CAPE,MZAMOWETHU EDUCARE CENTRE,124794.0
MPUMALANGA,ISONQOBA SISONKE HOME BASED CARE,139000.0
NORTH WEST,IKAGENG WOMEN'S PROJECT,150500.0
KWAZULU-NATAL,BONOKUHLE CRECHE,166446.0
EASTERN CAPE,VUKANI DAY CARE CENTRE,223800.0
EASTERN CAPE,KHULANATHI PSYCHOSOCIAL REHABILITATION CENTRE,208500.0
EASTERN CAPE,NGCOBO FAMILY PRESERVATION PROJECT,115000.0
KWAZULU-NATAL,LIVING HOPE HALFWAY HOUSE,474150.0
FREE STATE,VRYSTAAT-VERSORGING IN AKSIE HOOFBESTUUR,770240.0
EASTERN CAPE,SANTA - EASTERN CAPE,473854.0
WESTERN CAPE,IKWENKWEZI EDUCARE,152000.0
EASTERN CAPE,SIVUKILE PEELTON SUPPORT GROUP,148008.0
EASTERN CAPE,MASIVUKE EDUCATION AND TRAINING,209700.0
GAUTENG,TRICIA NURSERY SCHOOL,216592.0
GAUTENG,REAHLOLA COMMUNITY REHABILITATION CENTRE,263794.0
LIMPOPO,PONTSHO DISABILITY CARE CENTRE,140000.0
LIMPOPO,MANKALE EDUCARE CENTRE,165762.0
EASTERN CAPE,LENGE SERVICE CENTRE FOR OLDER PERSONS,2002498.0
MPUMALANGA,ISIBONELO EDUCARE CENTRE,241133.0
FREE STATE,LEBOHANG PRE SCHOOL,228488.0
FREE STATE,WE CARE DAY CARE CENTRE,221698.0
NORTHERN CAPE,LEGAE LA BAGOLO,281636.0
FREE STATE,EMMANUEL CHILDRENS HAVEN,140000.0
GAUTENG,EBENEZER HOUSE,498500.0
KWAZULU-NATAL,FUNDULWAZI CRECHE,186000.0
NORTHERN CAPE,BOITHABISO HELPING HANDS,71000.0
LIMPOPO,MOHLALETSE HOME BASED CARE,223500.0
FREE STATE,DIOCESE OF KROONSTAD DEVELOPMENT AGENCY,200000.0
