Province,Name,Amount
WESTERN CAPE,NONCEDO PRE-SCHOOL - BONGOLETHU OUDTSHOORN,129144.0
KWAZULU-NATAL,SIYATHUTHUKA CRECHE,260030.0
KWAZULU-NATAL,NKATHWINI CRECHE,381500.0
LIMPOPO,AKONAHO VICTIM EMPOWERMENT PROGRAMME,114882.0
NORTH WEST,MORENA CHILDRENS VILLAGE,166720.0
KWAZULU-NATAL,ZENZELENI CRECHE,186628.0
FREE STATE,BOKAMOSO EDUICARE CENTRE,208000.0
KWAZULU-NATAL,THUTHUKA CRECHE,432763.0
GAUTENG,EMPLOYABILITY VUL'INDLELA,173000.0
FREE STATE,TSHOHA O IKETSETSE,164000.0
EASTERN CAPE,KHANYISA DAY CARE CENTRE,1365000.0
FREE STATE,THUTO PELE DAY CARE CENTRE,139000.0
FREE STATE,TSWELOPELE DAY CARE CENTRE,146648.0
FREE STATE,IKAMOHELENG CRECHE,138106.0
GAUTENG,MAMORA MOEKETSI PLACE OF CARE,137000.0
MPUMALANGA,WHITE RIVER CHILD AND FAMILY WELFARE SOCIETY,904600.0
KWAZULU-NATAL,THOLULWAZI CRECHE,212375.0
WESTERN CAPE,CHILD WELFARE SOUTH AFRICA - BREDASDORP,921844.0
EASTERN CAPE,IKHWEZI LOKUSA REHABILITATION AND DEVELOPMENT SOCIETY,1585660.0
KWAZULU-NATAL,THE CHILD AND FAMILY  WELFARE SOCIETY OF PIETERMARITZBURG,612310.0
KWAZULU-NATAL,GRANNY'S CARE CENTRE,454559.0
FREE STATE,REABETSWE CRECHE,160200.0
MPUMALANGA,SIPHUMULILE HOME BASED CARE,157987.0
GAUTENG,VUKUZENZELE PRE-SCHOOL,165000.0
MPUMALANGA,HLAPA OJE CRECHE,134000.0
WESTERN CAPE,ILIMALENTSHA,171890.0
KWAZULU-NATAL,VUKUZAKHE INTERGRATED HOME/COMMUNITY BASED CARE ORGANISATION,372733.0
WESTERN CAPE,CEDERBERG MATZIKAMA AIDS NETWORK,694800.0
LIMPOPO,A RE KGOTLELENG DISABILITY,140000.0
GAUTENG,IKEMISENG ASSOCIATION FOR THE BLIND,257300.0
GAUTENG,LETLHABILE DAY CARE CENTRE,124500.0
KWAZULU-NATAL,MANSFIELD CRECHE,295713.0
MPUMALANGA,SIMUNYE HOME BASE CARE,136215.0
WESTERN CAPE,SOET SIT BEWAARSKOOL,274655.0
KWAZULU-NATAL,VULAMEHLO CRECHE,273859.0
EASTERN CAPE,SIYAZAMA EDUCARE CENTRE,272600.0
KWAZULU-NATAL,UMHLATHUZE CRECHE,318493.0
GAUTENG,TANDO CHILD DAY CARE CENTRE,282000.0
GAUTENG,EKUKHANYENI EARLY LEARNING CHILD CENTRE,308000.0
GAUTENG,GREATER ORLANDO ENVIRONMENTAL DEVELOPMENT GROUP,146000.0
EASTERN CAPE,ONS TUISTE,706125.0
KWAZULU-NATAL,SITHUTHUKISA ULWAZI CRECHE,180399.0
KWAZULU-NATAL,KHULISANI CRECHE,229950.0
NORTH WEST,LETHABONG DAY CARE CENTRE,175500.0
LIMPOPO,VUSANANI HOME BASED CARE,147600.0
NORTH WEST,DIRANG BAGODI SERVICE,140000.0
GAUTENG,INKWENKWEZI EDU-CARE & AFTER CARE CENTRE,141539.0
MPUMALANGA,BOPHELONG STIMULATION CENTRE,111000.0
EASTERN CAPE,SOPHUMELELA NATHI PRE SCHOOL,149122.0
EASTERN CAPE,CHRISTELIK-MAATSKAPLIKE RAAD VAN PORT ELIZABETH,903264.0
LIMPOPO,COMMUNITY SOCIAL SERVICES,104700.0
LIMPOPO,SHIGAMANI DROP IN CENTRE,140000.0
GAUTENG,HOME SWEET HOME NURSERY & EDUCARE,153750.0
WESTERN CAPE,PETER  PAN DOWN SYNDROME CENTRE,501500.0
EASTERN CAPE,PHUMALANGA SOCIAL SERVICES COUNCIL,88287.0
EASTERN CAPE,NOXOLO PRE SCHOOL,246226.0
EASTERN CAPE,NOKANYO DAY CARE CENTRE,327004.0
GAUTENG,HOUSE OF MERCY,265000.0
GAUTENG,PHETO LABA THEMBU DAY & NIGHT CARE,123216.0
GAUTENG,BAKONE DAY CARE,335000.0
WESTERN CAPE,WONDERLAND DAY CENTRE,162200.0
LIMPOPO,TSWAING YOUTH AND CHILD CARE DEVELOPMENT CENTRE,135390.0
EASTERN CAPE,CAMDEBOO HOSPICE,951000.0
KWAZULU-NATAL,VIKELANI ABANTWANA CRECHE,361598.0
KWAZULU-NATAL,WE DESERVE IT CRECHE,190232.0
KWAZULU-NATAL,INGQUNGQULU CRECHE,226350.0
EASTERN CAPE,MASIPHATHISANE PRE SCHOOL,247239.0
KWAZULU-NATAL,IZIMPILO ZETHU ORGANISATION,122647.0
EASTERN CAPE,LIVING IN PEACE VICTIM CENTRE,119600.0
EASTERN CAPE,NOMZAMO DAY CARE CENTRE,169775.0
KWAZULU-NATAL,ESIBUSISWENI DAY CARE CENTRE,467977.0
LIMPOPO,LOLOKA CRECHE,135000.0
LIMPOPO,PHAAHLA NKHUSHU CRECHE,147293.0
MPUMALANGA,SENZANGOTHANDO HOME BASED CARE,1693069.0
KWAZULU-NATAL,NOMKHOSI CRECHE &PRE-SCHOOL,297710.0
KWAZULU-NATAL,ENSINDISWENI CRECHE,362236.0
GAUTENG,KEITUMETSE EARLY LEARNING CENTRE,147000.0
EASTERN CAPE,MASAKHE ORGANISATION,162000.0
KWAZULU-NATAL,UMUSA NOTHANDO PROJECT,191865.0
GAUTENG,HEAVENLY CRADLE DAY CARE,140000.0
NORTH WEST,MAGALA MOHWELE OLD AGE CLUB,86400.0
KWAZULU-NATAL,KWAMASHU COMMUNITY RESOURCE CENTRE,139099.0
GAUTENG,IKEMISETSE DAY CARE CENTRE,110200.0
MPUMALANGA,DRIEFONTEIN OLD AGE GROUP,166500.0
KWAZULU-NATAL,SIYATHANDA CRECHE,336895.0
WESTERN CAPE,REACH FOR RECOVERY SOUTH AFRICA (RFR),338268.0
GAUTENG,GRANNY 'M' DAY CARE CENTRE,160000.0
GAUTENG,KAGISONG HOSPICE TRAINING,131500.0
WESTERN CAPE,DE RUST EDUCATIONAL CENTRE,230925.0
GAUTENG,EBUHLENI BETHU ECD CENTRE,221000.0
GAUTENG,PEOPLE OPPOSING WOMEN ABUSE,472900.0
MPUMALANGA,UBUHLE BEMFUNDO DAY CARE CENTRE,95000.0
GAUTENG,MASIBAMBISANE ETHEMBENI PARCEL OF HOPE,144000.0
MPUMALANGA,KHULANI MULTI PURPOSE CENTRE,160000.0
KWAZULU-NATAL,VULINDLELA CRECHE,142100.0
GAUTENG,KAMOGELO HOME BASE CARE,139000.0
GAUTENG,IMMACULATE DAY CARE CENTRE,141000.0
KWAZULU-NATAL,ISIPHESIHLE CRECHE,185734.0
GAUTENG,"SOUTH AFRICAN NATIONAL COUNCIL ON ALCOHOLISM & DRUG DEPENDENCE
SOWETO",648127.0
WESTERN CAPE,NOMZAMO EDUCARE CENTRE,203680.0
GAUTENG,SISTER TO SISTER CENTRE FOR ABUSED WOMEN AND CHILDREN,129200.0
EASTERN CAPE,YALUSA HOME COMMUNITY BASE CARE,145356.0
MPUMALANGA,SIYAPHUMELELA DAY CARE CENTRE,324502.0
GAUTENG,REHAHUHETSWE DAY CARE CENTRE,159500.0
GAUTENG,BOTSHABELO,166000.0
GAUTENG,ZINGUNAPHAKADE DAY & NIGHT CARE CENTRE,157000.0
GAUTENG,EBENEZER DAY AND NIGHT CENTRE,150000.0
MPUMALANGA,POSITIVE LIVING HOME BASED HEALTH ORGANIZATION,1222700.0
EASTERN CAPE,ISIBANE DAY CARE CENTRE,312000.0
LIMPOPO,MAVALANI COMMUNITY DAY CARE CENTRE,147000.0
LIMPOPO,LEFEU DAY CARE CENTRE,139600.0
MPUMALANGA,NKOSINATHI NDLOVU FONDATION TRUST,194400.0
MPUMALANGA,JACKSON XINGANGE PRE-SCHOOL,199800.0
LIMPOPO,MMATLALA CRECHE,191000.0
GAUTENG,VAAL METRO MULTI-DISABILITY ACADEMY,242000.0
LIMPOPO,KELETSO KOPANONG PRE AND CRECHE,133300.0
WESTERN CAPE,KINGDOM AMBASSADORS NPC,500000.0
KWAZULU-NATAL,PHUMELELA CRECHE,279951.0
KWAZULU-NATAL,UKUKHANYA CRECHE,272623.0
KWAZULU-NATAL,INDONSA DEVELOPMENT CRECHE,161350.0
KWAZULU-NATAL,SINOMUSA CENTRE FOR COMMUNITY DEVELOPMENT,217448.0
KWAZULU-NATAL,SIYAKHULA MSIKABA CRECHE,932724.0
KWAZULU-NATAL,SIZANANI CRECHE,231183.0
MPUMALANGA,LETHABONG DAY CARE,342898.0
KWAZULU-NATAL,MY LITTLE MUNCHKINS,397496.0
KWAZULU-NATAL,SIZISIZWE COMMUNITY CARE CENTRE,121000.0
WESTERN CAPE,PHAKAMANI FOR SOCIAL WELFARE,99912.0
KWAZULU-NATAL,SICELOKUHLE CRECHE,244675.0
LIMPOPO,MOKOWE  CRECHE AND PRE SCHOOL,129100.0
GAUTENG,EAGLES RIDGE PRE-SCHOOL,106760.0
KWAZULU-NATAL,BEARBERRY ECD AND DEVELOPMENT,91300.0
LIMPOPO,FUMANI ALTEIN DROP IN CENTRE,141000.0
LIMPOPO,KHUTHALA PRE SCHOOL,120000.0
GAUTENG,LEARN N PLAY DAY CARE CENTER,129000.0
LIMPOPO,MMAINWANA CHILD CARE CENTRE,134048.0
LIMPOPO,VONELA MAHWENI DAY CARE,333755.0
LIMPOPO,VHAKALE RI HONE,148000.0
LIMPOPO,XIVULANI DROP IN CENTRE,227405.0
WESTERN CAPE,ABBA FAMILY COUNSELLING CENTRE,282000.0
WESTERN CAPE,THE PARENT CENTRE,849924.0
LIMPOPO,MAJOSI KHOMANANI PRE-SCHOOL,134000.0
EASTERN CAPE,NOLUKHANYO EDUCARE CENTRE,301400.0
EASTERN CAPE,MOYENI PRE SCHOOL,336851.0
EASTERN CAPE,"THEMBISA PROTECTIVE WORKSHOP FOR THE INTELLECTUALLY IMPAIRED
PERSONS",444000.0
KWAZULU-NATAL,BUHLEBUYEZA CRECHE,323073.0
GAUTENG,KULANI DAY CARE AND PRE -SCHOOL,132500.0
WESTERN CAPE,MASINCEDANE DAY CARE CENTRE,205700.0
GAUTENG,MMALERATO DAY CARE CENTRE,130700.0
WESTERN CAPE,VERMONT CENTRE,994011.0
KWAZULU-NATAL,ASISINDE ISIZWE,100150.0
GAUTENG,IKAGENG DROP IN CENTRE,352650.0
GAUTENG,LIGHT MY WAY MULTI-CHILD CARE CENTRE,164400.0
LIMPOPO,BANGWANATE DISABLED PROJECT,145000.0
GAUTENG,KEFILWE'S LITTLE ANGELS DAY CARE CENTRE,127795.0
LIMPOPO,SEROBANENG CARE GIVERS,147000.0
LIMPOPO,MMAKWENADI CRECHE,88235.0
LIMPOPO,NTHABELENG CRECHE,139775.0
WESTERN CAPE,MASAKHANE YOUTH CENTRE,534000.0
LIMPOPO,IBROBEE PRE SCHOOL AND CRECHE,134000.0
GAUTENG,KEOTSHEPILE DAY CARE CENTER,140000.0
WESTERN CAPE,DIE MOSSELBAAI BENEVOLENT VERENIGING VIR BEJAARDESORG,1240050.0
LIMPOPO,KWELOBOHOOKO COMMUNITY DEVELOPMENT PROJECT,168101.0
LIMPOPO,MASUPATSELA DAY CARE CENTRE,155000.0
WESTERN CAPE,VREUGDE VOETJIES/HUIS VAN HOOP,484400.0
LIMPOPO,MAGOMANI DAY CARE CENTRE,140000.0
GAUTENG,REKAOFELA YOUTH DEVELOPMENT ORGANIZATION,150000.0
KWAZULU-NATAL,CHILD WELFARE SOUTH AFRICA: EZINQOLENI,398689.0
LIMPOPO,VHUMBEDZI YOUTH DEVELOPMENT,114000.0
KWAZULU-NATAL,VUKANDODA ORGANISATION,150842.0
LIMPOPO,THAVANELE PRE-SCHOOL,126000.0
KWAZULU-NATAL,IKHAYALETHU COMMUNITY ORGANASATION,385250.0
EASTERN CAPE,EMPILISWENI HIV / AIDS AND ORPHANS CARE CENTRE,955001.0
LIMPOPO,GINGIRIKANI- NKOVANI VAMAKHENGU OLD AGE,145776.0
LIMPOPO,KHOMANANI DUMELA OLD AGE,101641.0
GAUTENG,BAKONE COMMUNITY HOME BASED CARE CENTRE,946500.0
KWAZULU-NATAL,MASIZAKHE CRECHE,353089.0
LIMPOPO,PHISEGO DROP IN CENTRE,186700.0
KWAZULU-NATAL,CEKEZA CRECHE & PRE-SCHOOL,283369.0
WESTERN CAPE,MOLO SONGOLOLO,750830.0
WESTERN CAPE,THE PINETREES COMMUNITY OUTREACH PROJECT,102300.0
GAUTENG,THE LIVING LINK,644659.0
KWAZULU-NATAL,EKUBUSISWENI EDUCARE CENTRE,396936.0
GAUTENG,THE SOUTH AFRICAN RED CROSS SOCIETY,540000.0
GAUTENG,IKHASELIHLE DAY CARE,205000.0
GAUTENG,TLHALEFANG DAY CARE CENTRE,181000.0
GAUTENG,NKULULEKO EDUCARE CENTRE,287690.0
LIMPOPO,MODIRWADI CRECHE,163600.0
EASTERN CAPE,KUKHULU HIV/AIDS ORGANISATION,168020.0
MPUMALANGA,SASEKANI CRECHE,316945.0
WESTERN CAPE,ST LUKE'S COMBINED HOSPICES,386929.0
LIMPOPO,MASHASHANE DISABILITY CENTRE,66750.0
MPUMALANGA,NKWEZI PRE-SCHOOL AND DAY CARE CENTRE,279010.0
EASTERN CAPE,SWEET MANQONDO OLDER PERSONS ASSOCIATION,237100.0
LIMPOPO,VUTLHARI PREPARATION CENTRE,118394.0
MPUMALANGA,RETSOGILE SIVUKILE SERVICE CENTRE,178169.0
MPUMALANGA,SAKHISIZWE DAY CARE CENTRE,141500.0
GAUTENG,GLEN VIEW DAY CARE AND PRE-SCHOOL,258000.0
GAUTENG,FRIENDSHIP EDU-CARE,253000.0
LIMPOPO,SHIHOSANA CRECHE,143750.0
LIMPOPO,TSOGANG MAROTA CRECHE,128000.0
GAUTENG,THUSABANA EDUCARE ORGANISATION,414940.0
GAUTENG,SIZANANI HOME TRUST,140000.0
WESTERN CAPE,SILUKHANYO EDUCARE CENTRE,311955.0
EASTERN CAPE,SIYAZAMA EDUCARE CENTRE,129794.0
GAUTENG,ATLEHANG DAY CARE CENTRE,373000.0
GAUTENG,BANA BA NOKO COMMUNITY CENTRE,507289.0
WESTERN CAPE,ST KONRAD KLEUTERSKOOL,232500.0
GAUTENG,'PACSEN' PARENTS FOR CHILDREN WITH SPECIAL EDUCATIONAL NEEDS,533000.0
WESTERN CAPE,KLEINBEGIN DIENSSENTRUM VIR BEJAARDES,462491.0
GAUTENG,FAITH DAY CARE & PRE-SCHOOL,274000.0
WESTERN CAPE,VICTORIA DIENSSENTRUM VIR BEJAARDES,918923.0
GAUTENG,BOITEKO DAY CARE CENTRE AND PRE-SCHOOL,139000.0
LIMPOPO,MPHE BATHO DAY CARE,164500.0
EASTERN CAPE,SIYAFUNA DAY CARE CENTRE,187798.0
LIMPOPO,MOTUMPANE DAY CARE CENTRE,126000.0
EASTERN CAPE,EAST LONDON CHILD AND YOUTH CARE CENTRE,1549485.0
LIMPOPO,LEHLOGEDI CRECHE,138000.0
WESTERN CAPE,INKWENKWEZI HOME BASED CARE,203596.0
GAUTENG,ATLEHANG FOOD PARCEL,171500.0
WESTERN CAPE,SINETHEMBA EDUCARE CENTER,408819.0
LIMPOPO,HAND OF BLESSING DAY CARE CENTRE,124000.0
WESTERN CAPE,GLENBRIDGE SPECIAL SCHOOL AND RESOURCE CENTRE,1164200.0
GAUTENG,MODERN DAY CARE CENTRE,252000.0
GAUTENG,BOITUMELONG EARLY LEARNING CENTRE,187500.0
GAUTENG,THATO'S DAY CARE CENTRE,175275.0
LIMPOPO,NGWANA-A-SA LLEGO AGED CLUB,125000.0
GAUTENG,KOPANO DISABLED MOVEMENT,122960.0
LIMPOPO,MBHEDLE EARLY LEARNING CENTRE,132000.0
GAUTENG,ITSOSENG DAY CARE CENTRE,266900.0
LIMPOPO,BATHABILE DAY CARE CENTRE,151000.0
EASTERN CAPE,SAKHINGOMSO INDWE COMMUNITY GROUP,382000.0
WESTERN CAPE,OUTREACH FOR CHRIST NPC,171000.0
GAUTENG,VUYANI DAY CARE,140741.0
WESTERN CAPE,BREAKING BARRIERS COMMUNITY OUTREACH,344051.0
EASTERN CAPE,UNATHI DAY CARE CENTRE,322758.0
LIMPOPO,SEKHUTLE DAY CARE CENTRE,250500.0
EASTERN CAPE,BAYATHANDWA DAY CARE CENTRE,157516.0
WESTERN CAPE,ACVV MALMESBURY,495687.0
LIMPOPO,MAKOMA CRECHE,156000.0
MPUMALANGA,ZAMA LUCHIONE CLUB,137800.0
EASTERN CAPE,MZAMOMHLE DAY CARE CENTRE,264000.0
MPUMALANGA,VUKUZENZELE DAY CARE CENTRE,300250.0
MPUMALANGA,THEMBALETHU NEW HOPE SA,132400.0
LIMPOPO,VULAMEHLO DAY CARE,79200.0
MPUMALANGA,ITHUSENG DAY CARE CENTRE,134000.0
LIMPOPO,RAMPHELANE CRECHE,179607.0
GAUTENG,MOHAU PRE SCHOOL & DAY CARE CENTRE,121952.0
WESTERN CAPE,UBUKHOBAKHE EDUCARE CENTER,296514.0
EASTERN CAPE,JOE SLOVO COMMUNITY  CRECHE(ZOEY'S LITTLE CAMP,198108.0
LIMPOPO,NTOKOTO DAY CARE CENTRE,174750.0
LIMPOPO,SEDIBENG EDUCARE CENTRE,154000.0
LIMPOPO,NTSHUXEKANI DROP-IN CENTRE,109300.0
EASTERN CAPE,OOSTERLAND CHILD & YOUTH CARE CENTRE,879088.0
LIMPOPO,LISSA CRECHE,140000.0
GAUTENG,PRETORIA WORKSHOP FOR THE BLIND,507500.0
WESTERN CAPE,FEMNET MONICA GROVE VOORSKOOLSE SENTRUM,68294.0
MPUMALANGA,RATILE DAY CARE CENTRE,129000.0
EASTERN CAPE,ZAMANI DAY CARE CENTRE,218000.0
GAUTENG,HOME OF ANGELS DAY CARE,214040.0
GAUTENG,EL-ZABAD CHRISTIAN ACADEMY PRE-SCHOOL,260100.0
GAUTENG,ROODEPLAAT ORPHANS AND VULNERABLE CHILDREN CARE,315121.0
MPUMALANGA,BUHLE BEMFUNDO CRECHE AND PRE-SCHOOL,154368.0
LIMPOPO,LEBOWAKGOMO CRECHE,159699.0
GAUTENG,THEMBELIHLE  PRE-SCHOOL,179600.0
LIMPOPO,THLABOLOGO EDUCARE CECNTRE,128347.0
LIMPOPO,MARULENG EDU CARE CENTRE,122300.0
LIMPOPO,TAUTLOU CRECHE,124000.0
LIMPOPO,DIKGADING CRECHE & PRE-SCHOOL,138000.0
WESTERN CAPE,SOPHUMELELA EDUCARE CENTER,241231.0
WESTERN CAPE,LUKHANYO EDUCARE CENTRE,489820.0
WESTERN CAPE,NOMTHANDOZO EDUCARE CENTRE,277810.0
WESTERN CAPE,COMMUNITY MENTAL HEALTH AND PSYCHIATRY,1181448.0
WESTERN CAPE,CAMPHILL SCHOOL,400000.0
WESTERN CAPE,HEWLIN COMPASSION,129844.0
GAUTENG,LOVING AND LIVING DAY CARE CENTRE,125000.0
LIMPOPO,MOLOGADI PRE-SCHOOL & CRECHE,173000.0
GAUTENG,BUSI KARABO EDU-CARE CENTRE,149000.0
LIMPOPO,TUKISHI CRECHE & PRE-SCHOOL,171400.0
WESTERN CAPE,EDEN SCHOOL FOR LEADERS WITH SPECIAL EDUCATIONAL NEEDS,850000.0
LIMPOPO,MAGATANE PRE-SCHOOL,266000.0
LIMPOPO,NOKO CRECHE,130000.0
MPUMALANGA,PHOLA PRE-SCHOOL,132000.0
GAUTENG,TM LEARNING CENTRE,138800.0
MPUMALANGA,MOSOPODI PRE SCHOOL,218150.0
MPUMALANGA,SIYANAKEKELA HOME BASED CARE,103032.0
GAUTENG,PROGRESS PRE-SCHOOL,169000.0
GAUTENG,EMMANUEL DAY CARE CENTRE,140500.0
MPUMALANGA,MDUMISENI PRE-CRECHE,131000.0
MPUMALANGA,THE ROCK PRE-SCHOOL,141000.0
WESTERN CAPE,ACVV HESPOROS NPC,555205.0
LIMPOPO,SHILELA CRECHE,150000.0
GAUTENG,ITHEMBA LAKUSASA PRE-SCHOOL & DAYCARE CENTRE,136000.0
WESTERN CAPE,THE SOZO FOUNDATION TRUST,277581.0
GAUTENG,LESEDING DAY CARE CENTRE,168000.0
GAUTENG,SPRING VALLEY NURSERY AND PRE SCHOOL,186000.0
WESTERN CAPE,ZANDI EDUCARE CENTRE,94500.0
GAUTENG,HOUSE OF GLORY CHILDREN CARE CENTRE,103200.0
EASTERN CAPE,CONFIDENT GIRLS,138720.0
EASTERN CAPE,THE UMTATA CHILD ABUSE RESOURCE CENTRE,1020808.0
LIMPOPO,BOIKHUTSO CRECHE,147600.0
EASTERN CAPE,STEPS FOR THE YOUTH,84500.0
EASTERN CAPE,ZANOKHANYO COMMUNITY EDUCARE CENTRE,199800.0
WESTERN CAPE,EMPILWENI,433354.0
LIMPOPO,WIZZ KIDS PRE-SCHOOL,145790.0
EASTERN CAPE,BOITUMELO EDU CARE CENTRE,289080.0
GAUTENG,BONANG PRE AND CRECHE,141000.0
LIMPOPO,PUPUTLI  CRECHE,156600.0
WESTERN CAPE,EMMAUS PROTECTIVE WORKCENTRE FOR DISABLED ADULTS,860879.0
GAUTENG,LITTLE ANGELS DAY CARE CENTRE,169000.0
GAUTENG,XOLANI CRECHE,122000.0
GAUTENG,THEMBA-LETHU DAY CARE CENTRE,112000.0
GAUTENG,LITTLE CUTIES DAY CARE,152600.0
LIMPOPO,SEEKI SA MANALENG CRECHE,164811.0
EASTERN CAPE,NOLUTHANDO  DAY CARE CENTRE,196762.0
EASTERN CAPE,MASAKHANE PROJECT FOR THE DISABLED PEOPLE,314461.0
WESTERN CAPE,KHULULEKA GRIEF & LOSS SUPPORT GROUPS FOR CHILDREN & YOUTH,313800.0
EASTERN CAPE,MZAMO DAY CARE CENTRE,199595.0
EASTERN CAPE,NOKHANYO DAY CARE CENTRE,244305.0
WESTERN CAPE,MASAKHE FOUNDATION,475500.0
EASTERN CAPE,ICEBO DAY CARE CENTRE,432266.0
EASTERN CAPE,ELUKHANYISWENI DAY CARE CENTRE,251338.0
EASTERN CAPE,DINOSYS NPC,1.0E7
LIMPOPO,ZIBSIFUSION NPC,1.0E7
EASTERN CAPE,LINGE DAY CARE CENTRE,238338.0
EASTERN CAPE,SAKHINGOMSO DAY CARE CENTRE,203101.0
EASTERN CAPE,THWALISANANI COMMUNITY DEVELOPMENT CENTRE,166115.0
EASTERN CAPE,MASIPHUMELELE DAY CARE CENTRE,158350.0
EASTERN CAPE,SIZAMELE EDUCARE CENTRE,173130.0
EASTERN CAPE,EYETHU PRE SCHOOL,121150.0
EASTERN CAPE,EASTERN CAPE PARALEGAL NETWORK ALLIANCE,105144.0
GAUTENG,SOUL CITY INSTITUTE NPC,1500000.0
EASTERN CAPE,MAMOHAU COMMUNITY BASED ORG,201890.0
EASTERN CAPE,"CHILD WELFARE S,A PORT ALFRED",806568.0
EASTERN CAPE,KWEZANA OLD AGE,169000.0
EASTERN CAPE,MALUTI FAMILY RESOURCES CENTRE,148360.0
EASTERN CAPE,VUYISANANI PRE SCHOOL,249519.0
EASTERN CAPE,MTHOMBOLWAZI  DAY CARE CENTRE,295051.0
GAUTENG,"NATIONAL COUNCIL OF SOCIETIES FOR THE PREVENTION OF CRUELTY TO
ANIMALS",4000000.0
EASTERN CAPE,SIYANQOBA DAY CARE CENTRE,178000.0
EASTERN CAPE,MASANDE DAY CARE CENTRE,186000.0
EASTERN CAPE,TELETUBBIES COMMUNITY PRE-SCHOOL,86300.0
EASTERN CAPE,CHRISTELIK-MAATSKAPLIKE RAAD VAN PORT UITENHAGE,921086.0
EASTERN CAPE,CHITHWA VILLAGE DAY CARE CENTRE,254000.0
GAUTENG,TWINNKLE TWINKLE LITTLE STARS / DAYCARE,215000.0
GAUTENG,NATIONAL YOUTH DEVELOPMENT OUTREACH,889469.0
GAUTENG,PHUTADITJABA OLD AGE AND DISABLED CARE ORGANISATION,2000000.0
NORTHERN CAPE,Cecilia Makiwane Hospice,209770.0
FREE STATE,KEKELETSO DAY CARE,238000.0
FREE STATE,ZENZELENI DAY CARE CENTRE,317880.0
MPUMALANGA,Biothathelo Creche,270679.0
FREE STATE,Moeletsi Edu Care Centre,370000.0
NORTH WEST,Tselatshweu Early learning centre,220785.0
NORTHERN CAPE,FAMSA Upington,1150000.0
NORTH WEST,TLHAPING EARLY LEARNING CENTRE,702500.0
NORTHERN CAPE,The Nightingale Hospice,899766.0
NORTHERN CAPE,WINSORTON  SOUP KITCHEN,254146.0
NORTHERN CAPE,CARE FOR LIFE,375972.0
NORTHERN CAPE,SONSTRALLETJIE KLEUTERSKOOL -SPOOGRIVIER,191560.0
NORTHERN CAPE,Reaoleboga Projects,146000.0
NORTHERN CAPE,ACVV Carnarvon,1428147.0
NORTH WEST,ITUMELNG EARLY LEARNNG CENTRE,301165.0
NORTHERN CAPE,CONCODIA SERVICE CENTRE,430407.0
NORTH WEST,KGAJE EARLY LEARNING CENTRE,202556.0
NORTHERN CAPE,SIMBAMBA DAY CARE CENTRE,253745.0
FREE STATE,MARQUARD MOEMANG CONSORTUIM,154500.0
NORTHERN CAPE,S A BOESMAN DEVELOPMENT CENTRE,817000.0
NORTHERN CAPE,Boitumelong ECD Centre,420547.0
NORTHERN CAPE,IKGAGENG FOODPLOY PROJECT,87098.0
NORTHERN CAPE,THUSA BAGODI  COMMUNITY PROJECT,433500.0
NORTHERN CAPE,Agang Setshaba,185024.0
NORTHERN CAPE,LEGAE LA BATHO COMMUNITY SOUP KITCHEN,243296.0
FREE STATE,TSHEPANG PRE SCHOOL,329821.0
FREE STATE,AUKSANO,528000.0
NORTH WEST,FAMILIES SOUTH AFRICA POTCHEFSTROOM,767836.0
NORTH WEST,THUTO LORE EARLY LEARNING CENTRE,257945.0
FREE STATE,PABALLONG EDUCARE CENTRE,361882.0
FREE STATE,REITUMETSE DAY CARE CENTRE,372975.0
FREE STATE,THE HIGH ROCK EDUCARE CENTRE,233588.0
NORTH WEST,KGATELOPELE EARLY  LEARNING CENTRE,296283.0
FREE STATE,BOTLEHADI AFTER CARE CENTRE,232500.0
FREE STATE,LESANG BANA CRECHE  AND EDUCARE CENTRE,287500.0
FREE STATE,Rebolokehile Day Care CENTRE,124600.0
FREE STATE,Thabong Memorial Creche,255477.0
FREE STATE,St. Cathrine Edu-Care,251033.0
NORTH WEST,SAMBUSH DAY CARE CENTRE,225181.0
FREE STATE,Utlwanang Creche,250300.0
FREE STATE,Mulakgoro Creche,398996.0
FREE STATE,Little Foot Steps Academy,168800.0
FREE STATE,HODISANG DAY CARE,276552.0
NORTHERN CAPE,LOBUNG PRE SCHOOL,204348.0
FREE STATE,MANDELA  COMMUNITY SOUP KITCHEN,219800.0
FREE STATE,MATHABANG DAY CARE  CENTRE,194950.0
FREE STATE,KATLEHONG DAY CARE CENTRE,300000.0
FREE STATE,MOKOKONG CRECHE,141500.0
FREE STATE,CHILDWELFARE  SA SASOLBURG,927800.0
NORTHERN CAPE,BOITEKONG PRE SCHOOL,492156.0
FREE STATE,KOPANANG DAY CARE CENTRE,229550.0
NORTHERN CAPE,Thabang Community Development Centre,1251699.0
NORTHERN CAPE,HOPE PROJECT,250900.0
FREE STATE,LEHLASEDI DAY CARE CENTRE,368249.0
NORTHERN CAPE,Sunflower Day Care Centre,355988.0
FREE STATE,IKHETHENG CRECHE,228486.0
FREE STATE,TATAISONG CECHE,292383.0
FREE STATE,TUMELO DAY CARE CENTRE,285048.0
FREE STATE,KARABELO CRECHE AND PRE SCHOOL,682050.0
NORTHERN CAPE,REBONETHUSO SOUP KITCHEN,217000.0
FREE STATE,Mmabatho Edu Care CENTRE,282500.0
