Project Number,Province,Sector,Name,Amount
46656,NORTHERN CAPE,SPORT,Northern Cape Academy of Sport (NCAS),750000.0
61756,NORTHERN CAPE,SPORT,Upington Golf Club,200000.0
47455,NORTHERN CAPE,SPORT,Lareng Primary School,296000.0
63712,NORTHERN CAPE,SPORT,Loeriesfontein Horskool,101019.0
49091,NORTHERN CAPE,SPORT,Oranje-Noord Laerskool,150120.6
63292,NORTHERN CAPE,SPORT,Namakwaland High School,100026.8
63292,NORTHERN CAPE,SPORT,Namakwaland High School,100026.8
61488,NORTHERN CAPE,SPORT,Lerumo Primary School,100000.0
61623,NORTHERN CAPE,SPORT,Adamantia High School,99825.68
62115,NORTHERN CAPE,SPORT,Hoerskool Wolmaranstad,100000.0
47864,NORTHERN CAPE,SPORT,Laerskool Hartswater,180000.0
63650,NORTHERN CAPE,SPORT,Lehikeng Intermediate School,100000.0
62976,NORTHERN CAPE,SPORT,Aggeneys Primary School,100000.0
63483,NORTHERN CAPE,SPORT,Marataditse Primary School,100000.0
62822,NORTHERN CAPE,SPORT,Calvinia Hoerskool,100000.0
62984,NORTHERN CAPE,SPORT,Laerskool Oranje-Noord,104582.78
63023,NORTHERN CAPE,SPORT,NC Rural FET College (a/c Upington Campus),1016861.3
64087,NORTHERN CAPE,SPORT,Manyeding Primary School,69600.0
63900,NORTHERN CAPE,SPORT,Pescodia Secondary School,122987.6
62958,NORTHERN CAPE,SPORT,Concordia Primere Skool,98919.89
63243,NORTHERN CAPE,SPORT,N J Heyns Special School,99954.52
63038,NORTHERN CAPE,SPORT,Sacred Heart Primere Skool,96772.45
63753,NORTHERN CAPE,SPORT,Kharkams Hoerskool,59000.0
63878,NORTHERN CAPE,SPORT,Cartonians Cricket Club,215466.0
63899,NORTHERN CAPE,SPORT,Bongani High School,100000.0
63102,NORTHERN CAPE,SPORT,Kuilsville High School,89668.0
63644,NORTHERN CAPE,SPORT,Moholeng Primary School,101020.0
46506,NORTHERN CAPE,SPORT,Khara Hais Municipality,1900000.0
64216,NORTHERN CAPE,SPORT,Marais Gedenk Primere Skool,97649.4
39252,NORTHERN CAPE,SPORT,Blaauwskop Primary School,240000.0
63339,NORTHERN CAPE,SPORT,Volleyball Northern Cape,275000.0
64280,NORTHERN CAPE,SPORT,Brandvlei Laerskool,100000.0
63526,NORTHERN CAPE,SPORT,Assoc Persons with Disab. Benede Oranje (a/c APD Upington),51019.82
63631,NORTHERN CAPE,SPORT,Gantatelang Primary School,100000.0
49342,NORTHERN CAPE,SPORT,Hoerskool Danielskuil,100000.0
62013,NORTHERN CAPE,SPORT,Northern Cape Badminton Association,414443.0
63012,NORTHERN CAPE,SPORT,Tweerivier Metodiste Primere Skool,99201.5
65102,NORTHERN CAPE,SPORT,Kgatelopele Local Football Association,81059.07
39229,NORTHERN CAPE,SPORT,Jannie Brink Skool,200000.0
63249,NORTHERN CAPE,SPORT,Siyanda Krieket Sub-Union,200000.0
73656,WESTERN CAPE,ARTS,Cape Town Minstrel Carnival Association,6250000.0
41426,WESTERN CAPE,ARTS,Zakheni Arts Therapy Foundation,1186548.0
55259,WESTERN CAPE,ARTS,Goedgedacht (Roman Catholic) Trust,1055960.0
17886,WESTERN CAPE,ARTS,Kranshoek Griqua Community Trust,300000.0
56186,WESTERN CAPE,ARTS,South African Education and Environment,381108.0
34517,WESTERN CAPE,ARTS,Kwantu Emandulo Productions,1069146.32
55948,WESTERN CAPE,ARTS,Zeekoevlei Environmental Education Programme,210135.0
43848,WESTERN CAPE,ARTS,SA Scout Assoc (A/C Nat Scout Council),1813644.0
42112,WESTERN CAPE,ARTS,Elgin Learning Foundation,950397.0
54958,WESTERN CAPE,ARTS,Utshani Fund,839430.0
46193,WESTERN CAPE,ARTS,Kronendal Music Academy of Hout Bay,356010.0
18519,WESTERN CAPE,ARTS,University of Cape Town (Donations a/c),395000.0
56449,WESTERN CAPE,ARTS,Harlequin Foundation,1358000.0
56471,WESTERN CAPE,ARTS,Biblionef South Africa,231000.0
56023,WESTERN CAPE,ARTS,Film Mentorship and Training,107280.0
55755,WESTERN CAPE,ARTS,Cape Flats Development Association,1822089.6
55934,WESTERN CAPE,ARTS,Institute for the Blind Industries,297877.6
56475,WESTERN CAPE,ARTS,Community Plough Back Movement,715308.96
56406,WESTERN CAPE,ARTS,Kronendal Music Academy of Hout Bay,139458.0
56552,WESTERN CAPE,ARTS,Sign Language Education Development,780888.0
42452,WESTERN CAPE,ARTS,Nature's Valley Trust,420332.0
42841,WESTERN CAPE,ARTS,Cape Leopard Trust,400512.0
29938,WESTERN CAPE,ARTS,Arts & Ubuntu Trust,335049.0
55302,WESTERN CAPE,ARTS,Kaapse Klopse Karnival Association,1500000.0
56605,WESTERN CAPE,ARTS,!Khwattu San Cult & Educ Centre,1273920.0
59065,WESTERN CAPE,ARTS,Sustainability Institute Trust,1907520.0
56268,WESTERN CAPE,ARTS,College of Magic,626648.4
55307,WESTERN CAPE,ARTS,Nants'ingqayi Art Development,1436715.2
42159,WESTERN CAPE,ARTS,Environmental Monitoring Group,332000.0
56305,WESTERN CAPE,ARTS,Cape Town Minstrel Carnival Association,2664460.0
43173,WESTERN CAPE,ARTS,Soundhouse Music Technology Education,180000.0
43167,WESTERN CAPE,ARTS,Cape West Coast Biosphere Reserve,280000.0
56389,WESTERN CAPE,ARTS,Cape Town Community TV(CTV),483774.58
56477,WESTERN CAPE,ARTS,Cape Film Commision,700000.0
56379,WESTERN CAPE,ARTS,Labour Research Service,363600.0
56488,WESTERN CAPE,ARTS,Centre for Conservation Education,363033.0
44361,WESTERN CAPE,ARTS,Bayworld Centre for Research & Education,574200.0
42902,WESTERN CAPE,ARTS,Kizo Art Consultants Rorkes Drift,3500000.0
56190,WESTERN CAPE,ARTS,Charity of Choice,828000.0
55817,WESTERN CAPE,ARTS,Koue Bokkeveld Opleidingsentrum,27596.4
41841,WESTERN CAPE,ARTS,South African Ostrich Business Chamber,1102696.6
56683,WESTERN CAPE,ARTS,Zip Zap Circus School,200000.0
43156,WESTERN CAPE,ARTS,Institute for Blind - Pioneer Printers,760728.0
42092,WESTERN CAPE,ARTS,Media Peace Centre,2244820.55
43239,WESTERN CAPE,ARTS,Overstrand Conservation Foundation,1211950.0
38560,WESTERN CAPE,ARTS,Iziko Museums of Cape Town,933117.0
56510,WESTERN CAPE,ARTS,Cape Philharmonic Orchestra,2870400.0
42608,WESTERN CAPE,ARTS,Greatmore Studios,2011000.38
43088,WESTERN CAPE,ARTS,Grail Centre Trust (a/c Grail Programme),695096.0
56276,WESTERN CAPE,ARTS,Magnet Theatre Educational Trust,2600000.0
56386,WESTERN CAPE,ARTS,Comet Corporation,693611.4
56563,WESTERN CAPE,ARTS,Out in Africa Committee (Gay & Lesbian Filmfest),3600000.0
46208,WESTERN CAPE,ARTS,Kaapse Klopse Karnival Association,133540.0
56140,WESTERN CAPE,ARTS,Western Cape Primary Science Prog Trust,475000.0
55269,WESTERN CAPE,ARTS,Cape Heart Comm & Educ Theatre,400000.0
59273,WESTERN CAPE,ARTS,Artscape,2400000.0
56370,WESTERN CAPE,ARTS,Encounters Training & Development Institute,1600000.0
56059,WESTERN CAPE,ARTS,University of Cape Town (Donations a/c),901549.2
59465,WESTERN CAPE,ARTS,College of Cape Town,250000.0
55811,WESTERN CAPE,ARTS,Prison Care & Support Network,109886.0
56520,WESTERN CAPE,ARTS,African Arts Institute,1800000.0
42962,WESTERN CAPE,ARTS,UNIMA SA,164400.0
56144,WESTERN CAPE,ARTS,Oasis Association,752496.8
56459,WESTERN CAPE,ARTS,Diazville Senior Secondary School,219950.0
28258,WESTERN CAPE,ARTS,Is'Baya Development Trust,883462.0
55302,WESTERN CAPE,ARTS,Kaapse Klopse Karnival Association,1000000.0
34880,WESTERN CAPE,ARTS,AREPP Educational Trust,905260.0
56418,WESTERN CAPE,ARTS,Cape Town International Ballet Competition,630000.0
56393,WESTERN CAPE,ARTS,SA Scout Assoc (A/C Nat Scout Council),2500000.0
56541,WESTERN CAPE,ARTS,University of Stellenbosch Deposit Account,903960.0
56296,WESTERN CAPE,ARTS,University of Stellenbosch Deposit Account,1795040.0
55789,WESTERN CAPE,ARTS,Amy Biehl Foundation Trust,480332.0
41470,WESTERN CAPE,ARTS,Waenhuiskrans/Arniston Community Devpt Trust,494600.0
43849,WESTERN CAPE,ARTS,Masithandane,98747.0
44004,WESTERN CAPE,ARTS,Social Transformation & Empowerment Project t/a STEPS,580000.0
56129,WESTERN CAPE,ARTS,Cape Craft & Design Institute,1728000.0
56237,WESTERN CAPE,ARTS,Educational Support Services Trust Trading a/c,1800000.0
55859,WESTERN CAPE,ARTS,Arts & Ubuntu Trust,2067590.0
44031,WESTERN CAPE,ARTS,Boland Kollege,1524078.0
33936,WESTERN CAPE,ARTS,Deaf Community of Cape Town,199920.0
55966,WESTERN CAPE,ARTS,Street Stories Films,720000.0
55838,WESTERN CAPE,ARTS,Partners with After School Care Projects (PASCAP),1788964.8
54695,WESTERN CAPE,ARTS,Dance For All,1060320.0
56280,WESTERN CAPE,ARTS,The Zandvlei Trust,712092.96
42441,WESTERN CAPE,ARTS,Catholic Welfare & Development,891668.0
73535,WESTERN CAPE,ARTS,Cape Town Minstrel Carnival Association,1.639245564E7
73465,WESTERN CAPE,ARTS,Persona Doll Training South Africa,1625855.4
46038,WESTERN CAPE,ARTS,Jungle Theatre Company,322080.0
56552,WESTERN CAPE,ARTS,Sign Language Education Development,195222.0
56406,WESTERN CAPE,ARTS,Kronendal Music Academy of Hout Bay,92972.0
56361,WESTERN CAPE,ARTS,South Atlantic Arts and Culture Trust,757277.0
56507,WESTERN CAPE,ARTS,South African Wine Industry,350000.0
5256,WESTERN CAPE,ARTS,University of Cape Town - a/c UCT Donations,233000.0
51073,WESTERN CAPE,CHARITIES,ACVV Montagu (Lottery a/c),425795.0
51815,WESTERN CAPE,CHARITIES,Oasis Association,764164.0
54330,WESTERN CAPE,CHARITIES,Vanrhyndorp High School,189076.0
58817,WESTERN CAPE,CHARITIES,Uturn (Claremont Homeless Ministry),629778.0
53237,WESTERN CAPE,CHARITIES,Epilepsy South Africa,424161.0
53230,WESTERN CAPE,CHARITIES,SPCA Cape of Good Hope,347816.0
51977,WESTERN CAPE,CHARITIES,ACVV Ceres,110858.0
54254,WESTERN CAPE,CHARITIES,James House,968500.0
51172,WESTERN CAPE,CHARITIES,ACVV Caledon,411117.0
53536,WESTERN CAPE,CHARITIES,TB Care Association,712673.0
51208,WESTERN CAPE,CHARITIES,Anna Foundation,54675.0
58781,WESTERN CAPE,CHARITIES,Peoples Dispensary for Sick Animals,1885162.0
58728,WESTERN CAPE,CHARITIES,Zakheni Arts Therapy Foundation,314500.0
45207,WESTERN CAPE,CHARITIES,New Women's Movement,119000.0
52696,WESTERN CAPE,CHARITIES,ACVV Franschhoek,341990.0
55235,WESTERN CAPE,CHARITIES,Matie Community Service,191500.0
58787,WESTERN CAPE,CHARITIES,Safeline Child Abuse Treatment & Prev Centre,1419278.0
56084,WESTERN CAPE,CHARITIES,National Osteoporosis Foundation,250000.0
51498,WESTERN CAPE,CHARITIES,Jo-Dolphin Special Care Centre,258227.0
59487,WESTERN CAPE,CHARITIES,Qhamani Educare Centre,499717.0
52479,WESTERN CAPE,CHARITIES,ACVV Aandskemering Home for the Aged,458278.0
52852,WESTERN CAPE,CHARITIES,Nolungile Educare Centre,239741.0
52902,WESTERN CAPE,CHARITIES,Stellenbosch Hospice,693500.0
51743,WESTERN CAPE,CHARITIES,Soyisile Preschool Nyanga,166642.0
51537,WESTERN CAPE,CHARITIES,Orchids Seniors,81700.0
59130,WESTERN CAPE,CHARITIES,BADISA,1.3311623E7
60007,WESTERN CAPE,CHARITIES,Youth Outreach Stellenbosch,266048.0
58883,WESTERN CAPE,CHARITIES,Autism Western Cape,708998.0
65611,WESTERN CAPE,CHARITIES,Share Literacy Project-a/c Share Trust Fund,391870.0
59416,WESTERN CAPE,CHARITIES,Beyond Expectation Environment Project,408300.0
57142,WESTERN CAPE,CHARITIES,Cape Town Assoc for the Physically Disabled,60368.0
52713,WESTERN CAPE,CHARITIES,Nelspoort Advice & Development Office,590764.0
65200,WESTERN CAPE,CHARITIES,Think Twice,483400.0
59017,WESTERN CAPE,CHARITIES,South African Education and Environment,509848.0
61381,WESTERN CAPE,CHARITIES,Ekuhlaleni Community Pre-School Project,835100.0
36752,WESTERN CAPE,CHARITIES,Mamelani Projects,137051.0
53847,WESTERN CAPE,CHARITIES,Early Years Services,370500.0
65459,WESTERN CAPE,CHARITIES,Association for the Sensory Disabled,321500.0
61402,WESTERN CAPE,CHARITIES,Early Learning Foundation (a/c ELF- Montessori Teacher),172400.0
56725,WESTERN CAPE,CHARITIES,Enlighten Education Trust,387779.0
61390,WESTERN CAPE,CHARITIES,New Growth,389063.0
61397,WESTERN CAPE,CHARITIES,SPCA Swellendam,300000.0
51509,WESTERN CAPE,CHARITIES,Help2Read,727130.0
59484,WESTERN CAPE,CHARITIES,The ASAP Foundation,177588.0
61210,WESTERN CAPE,CHARITIES,Plettenberg Bay HIV/Aids Forum (Plettaid Found),1194125.0
61651,WESTERN CAPE,CHARITIES,George Child & Family Welfare,716000.0
61524,WESTERN CAPE,CHARITIES,Stellenbosch Hospice,640000.0
49894,WESTERN CAPE,CHARITIES,Grail Centre Trust,288000.0
52828,WESTERN CAPE,CHARITIES,Genesis Community Projects,131000.0
65741,WESTERN CAPE,CHARITIES,Foodbank SA (a/c Feedback Food Redistribution),1787000.0
65527,WESTERN CAPE,CHARITIES,Carpenters Shop,480340.0
51084,WESTERN CAPE,CHARITIES,RAPCAN (Resources Aimed at Prevention of Child Abuse & Neglect),455711.0
70236,WESTERN CAPE,CHARITIES,Animal Anti Cruelty League Cape Town,825596.0
51047,WESTERN CAPE,CHARITIES,Eluxolweni Educare Centre,147750.0
53464,WESTERN CAPE,CHARITIES,Beleganang Home Based Care,267149.0
52194,WESTERN CAPE,CHARITIES,Kabouterland Pre-Primer,210655.0
45019,WESTERN CAPE,CHARITIES,Desmond Tutu Hiv Foundation,125000.0
54274,WESTERN CAPE,CHARITIES,Cape Educ Trst-a/c Early Learning Resource Unit,457000.0
58289,WESTERN CAPE,CHARITIES,Sunfield Home Wellington,29740.0
51151,WESTERN CAPE,CHARITIES,Franschhoek Legal Advice Centre,331500.0
51762,WESTERN CAPE,CHARITIES,Ladismith Kinder & Gesinsorg Vereeniging,1561700.0
65831,WESTERN CAPE,CHARITIES,Child Welfare South Africa-Stellenbosch,923002.0
67781,WESTERN CAPE,CHARITIES,Africa Unite,484000.0
66056,WESTERN CAPE,CHARITIES,Masigcine Childrens Home,676656.0
58059,WESTERN CAPE,CHARITIES,Hope Africa Foundation T/A Social Development,400500.0
59175,WESTERN CAPE,CHARITIES,Tehillah Community Collaborative,410350.0
52167,WESTERN CAPE,CHARITIES,Strawberry Play Centre,105000.0
57841,WESTERN CAPE,CHARITIES,DELTA(Dev Education & Leadership Teams in Action),916000.0
50813,WESTERN CAPE,CHARITIES,Mossel Bay Child & Family Welfare Society,744531.0
61208,WESTERN CAPE,CHARITIES,Scalabrini Centre of Cape Town,395668.0
61137,WESTERN CAPE,CHARITIES,The Humane Education Trust,196000.0
66421,WESTERN CAPE,CHARITIES,SANGOCO Western Cape,434875.0
65880,WESTERN CAPE,CHARITIES,Worcester House of Hope,262000.0
65534,WESTERN CAPE,CHARITIES,Rural Development Support Programme,781828.0
69666,WESTERN CAPE,CHARITIES,Victoria Service Centre for the Aged,934564.0
67714,WESTERN CAPE,CHARITIES,Stellenbosch Work Centre for Adults with Disabilities,194000.0
65577,WESTERN CAPE,CHARITIES,Persona Doll Training South Africa,415515.0
70242,WESTERN CAPE,CHARITIES,Build a Better Society,537220.0
65616,WESTERN CAPE,CHARITIES,St Josephs Home,1720062.0
65597,WESTERN CAPE,CHARITIES,Franschhoek Hospice,180000.0
65986,WESTERN CAPE,CHARITIES,Lifeline Garden Route,305100.0
65904,WESTERN CAPE,CHARITIES,Biblionef South Africa,340000.0
65581,WESTERN CAPE,CHARITIES,Rachel Swart Fund,599750.0
63612,WESTERN CAPE,CHARITIES,Educo Trust of Africa,718000.0
57013,WESTERN CAPE,CHARITIES,Refuge for Battered Women,134500.0
62815,WESTERN CAPE,CHARITIES,Karoo Animal Protection Society,502000.0
66678,WESTERN CAPE,CHARITIES,EHRYL for Youth Awareness,497185.0
65204,WESTERN CAPE,CHARITIES,Noluthando Educare,351000.0
59747,WESTERN CAPE,CHARITIES,National Institute for the Deaf,539275.0
70217,WESTERN CAPE,CHARITIES,Epilepsy SA Knysna,978080.0
62856,WESTERN CAPE,CHARITIES,NICRO,5000000.0
56152,WESTERN CAPE,CHARITIES,Die Eiland Huis Vir Gestremdes,68310.0
57083,WESTERN CAPE,CHARITIES,Child Welfare SA-Western Cape,265029.0
57598,WESTERN CAPE,CHARITIES,Child Welfare SA-Western Cape,126248.0
57088,WESTERN CAPE,CHARITIES,Wagon of Hope Foundation,328775.0
66172,WESTERN CAPE,CHARITIES,ACVV Bredasdorp,460396.0
58631,WESTERN CAPE,CHARITIES,SHAWCO,816589.0
65620,WESTERN CAPE,CHARITIES,St Michaels Childrens Home,832742.0
64804,WESTERN CAPE,CHARITIES,Western Cape Forum for Intellectual Disability,716560.0
65446,WESTERN CAPE,CHARITIES,Gastehuis Trust vir Seniors Bellville,131300.0
58654,WESTERN CAPE,CHARITIES,Moravian Church Dept of Dev Diaconic & Welfare,54000.0
51696,WESTERN CAPE,CHARITIES,Dorkas Gesins Nasorg Instituut,157422.0
53585,WESTERN CAPE,CHARITIES,South African Wine Industry,165000.0
54394,WESTERN CAPE,CHARITIES,Desmond Tutu Hiv Foundation,465300.0
63314,WESTERN CAPE,CHARITIES,Knysna Sedgefield Hospice,787296.0
64687,WESTERN CAPE,CHARITIES,Thusong Caring Network,228249.0
59720,WESTERN CAPE,CHARITIES,Dementia SA,350000.0
51360,WESTERN CAPE,CHARITIES,Andries Olivier Durbanville Quadriplegic Home,265879.0
63431,WESTERN CAPE,CHARITIES,Inclusive Education Western Cape,560200.0
65748,WESTERN CAPE,CHARITIES,Woodside Special Care Centre,699570.0
65632,WESTERN CAPE,CHARITIES,Masikhanye Food Garden,99400.0
64312,WESTERN CAPE,CHARITIES,Cape Educ Trst-a/c Early Learning Resource Unit,877909.0
62944,WESTERN CAPE,CHARITIES,Saartjie Baartman Ctr for Women & Children,929700.0
54534,WESTERN CAPE,CHARITIES,ACVV Strand,1370381.0
64658,WESTERN CAPE,CHARITIES,ACVV Prins Albert,139845.0
65873,WESTERN CAPE,CHARITIES,Little Penguins Day Care,65515.0
54396,WESTERN CAPE,CHARITIES,Community Media Trust,469660.0
66650,WESTERN CAPE,CHARITIES,Child Welfare SA Paarl,1582247.0
51804,WESTERN CAPE,CHARITIES,Education Alive,107559.0
52189,WESTERN CAPE,CHARITIES,Quadriplegic Association Western Cape,335580.0
52372,WESTERN CAPE,CHARITIES,Down Syndrome Assoc Unit 14 B (W Cape),786200.0
65528,WESTERN CAPE,CHARITIES,Vision Afrika (a/c VisionK),680062.0
57896,WESTERN CAPE,CHARITIES,Philippi Trust SA,890000.0
67774,WESTERN CAPE,CHARITIES,Wellington Society for the Aged,542716.0
50950,WESTERN CAPE,CHARITIES,Lighthouse Association For The Blind,109900.0
52922,WESTERN CAPE,CHARITIES,Little Squirrel Day Care,63625.0
65936,WESTERN CAPE,CHARITIES,Bottomup Social Development,202000.0
65948,WESTERN CAPE,CHARITIES,Animal Rescue Organisation,875000.0
66022,WESTERN CAPE,CHARITIES,Cape Town Multi Service Centre,622266.0
61262,WESTERN CAPE,CHARITIES,Drakenstein Hospice - A/C Paarl Hospice,963000.0
65585,WESTERN CAPE,CHARITIES,Hermanus Society Welfare Aged - A/C SOFCA,600000.0
66671,WESTERN CAPE,CHARITIES,Comm'ty Based Child&Youth Prot Prg (AGAPE),613056.0
66708,WESTERN CAPE,CHARITIES,Heart-to-Heart Care Centre,995427.0
67726,WESTERN CAPE,CHARITIES,ACVV Wellington,373000.0
66332,WESTERN CAPE,CHARITIES,Rusoord Tehuis vir Oues van Dae Paarl,729297.0
62884,WESTERN CAPE,CHARITIES,Stellenbosch Child & Fam Welfare Soc (Feeding),111000.0
65624,WESTERN CAPE,CHARITIES,Bredasdorp Child Welfare,828295.0
50986,WESTERN CAPE,CHARITIES,Elgin Learning Foundation,105500.0
66437,WESTERN CAPE,CHARITIES,Bicycling Empowerment Network,422800.0
55973,WESTERN CAPE,CHARITIES,Haven Night Shelter,2281255.0
61765,WESTERN CAPE,CHARITIES,Umthombo Wesizwe Childrens Project,483497.0
69541,WESTERN CAPE,CHARITIES,Novalis Institute,474300.0
66354,WESTERN CAPE,CHARITIES,Kranshoek Advice Centre,412041.0
62873,WESTERN CAPE,CHARITIES,Breedevallei Assoc for Disabled(a/c Worcester APD),655100.0
66225,WESTERN CAPE,CHARITIES,St. Helena Sandveld Hospice,452227.0
65221,WESTERN CAPE,CHARITIES,Community Development Foundation,400000.0
67759,WESTERN CAPE,CHARITIES,Greater Stellenbosch Development Trust,341222.0
58965,WESTERN CAPE,CHARITIES,Western Cape Cerebral Palsy Association,897980.0
52205,WESTERN CAPE,CHARITIES,Western Cape Street Children's Forum,137625.0
61319,WESTERN CAPE,CHARITIES,New World Foundation,857000.0
66054,WESTERN CAPE,CHARITIES,Beautiful Gate Ministries,289000.0
66271,WESTERN CAPE,CHARITIES,Helderberg Hospice,500000.0
65863,WESTERN CAPE,CHARITIES,Isibane Sethu,223900.0
66682,WESTERN CAPE,CHARITIES,Child Welfare South Africa Helderberg,799095.0
65234,WESTERN CAPE,CHARITIES,CFW Great Brak River,863313.0
66436,WESTERN CAPE,CHARITIES,Centre for Early Childhood Development,908450.0
66175,WESTERN CAPE,CHARITIES,Homestead,878999.0
66213,WESTERN CAPE,CHARITIES,SPCA Wellington,484597.0
67611,WESTERN CAPE,CHARITIES,Oasis Association,990000.0
66331,WESTERN CAPE,CHARITIES,Bram Care Centre,309000.0
66549,WESTERN CAPE,CHARITIES,Womens Legal Centre Trust,925000.0
53756,WESTERN CAPE,CHARITIES,Sex Worker Education & Advocacy Taskforce,482478.0
69614,WESTERN CAPE,CHARITIES,Sign Language Education Development,656000.0
69573,WESTERN CAPE,CHARITIES,ACVV Zonnebloem,430692.0
66725,WESTERN CAPE,CHARITIES,Prosperity Youth Centre,615000.0
65599,WESTERN CAPE,CHARITIES,Overberg Development & Empowerment Cnt,360600.0
66319,WESTERN CAPE,CHARITIES,Moreson ACVV Childrens Home,454022.0
62870,WESTERN CAPE,CHARITIES,Save the Children Fund,400000.0
66360,WESTERN CAPE,CHARITIES,FAMSA Karoo,999243.0
66703,WESTERN CAPE,CHARITIES,Silver Threads Service Centre,1433291.0
65747,WESTERN CAPE,CHARITIES,Samila (Gender Counselling & Support Service,738000.0
66020,WESTERN CAPE,CHARITIES,Bethesda Houtbay,472300.0
55645,WESTERN CAPE,CHARITIES,Soup Clinic,111000.0
65866,WESTERN CAPE,CHARITIES,Cape Town Child Welfare,1740246.0
70468,WESTERN CAPE,CHARITIES,James House,949000.0
65538,WESTERN CAPE,CHARITIES,Eric Miles Cheshire Home,692000.0
66704,WESTERN CAPE,CHARITIES,SPCA Winelands,351900.0
66555,WESTERN CAPE,CHARITIES,Deaf Community of Cape Town,555000.0
67751,WESTERN CAPE,CHARITIES,Dominican-Grimley School,316282.0
65601,WESTERN CAPE,CHARITIES,Caring Network,736000.0
66536,WESTERN CAPE,CHARITIES,Seven Passes Initiative,480424.0
67351,WESTERN CAPE,CHARITIES,Sabrina Love Foundation,310000.0
67408,WESTERN CAPE,CHARITIES,Abbeyfield Society of South Africa,601840.0
66767,WESTERN CAPE,CHARITIES,Dysselsdorp Community Aftercare Centre,313578.0
65950,WESTERN CAPE,CHARITIES,Swartland & West Coast SPCA,401775.0
62008,WESTERN CAPE,CHARITIES,Mitchell's Plain Against Domestic Violence,265500.0
63018,WESTERN CAPE,CHARITIES,Western Cape Aids Care,327500.0
67340,WESTERN CAPE,CHARITIES,RAPCAN (Resources Aimed at Prevention of Child Abuse & Neglect),820463.0
65330,WESTERN CAPE,CHARITIES,Chaeli Campaign,411500.0
67130,WESTERN CAPE,CHARITIES,ACVV Worcester,826910.0
56088,WESTERN CAPE,CHARITIES,Oudtshoorn Vereeniging Liggaam Gestremdes,514574.0
63409,WESTERN CAPE,CHARITIES,Christian Action for Dependence,179400.0
66773,WESTERN CAPE,CHARITIES,South African Older Person's Forum,2189626.0
66690,WESTERN CAPE,CHARITIES,ACVV Paarl Valley,796900.0
69547,WESTERN CAPE,CHARITIES,FAMSA Outeniqua,650360.0
66700,WESTERN CAPE,CHARITIES,Breerivier-Wynland Landelike Ontwikkelings Vereen.,367147.0
53435,WESTERN CAPE,CHARITIES,Khululeka Grief Support,227882.0
63448,WESTERN CAPE,CHARITIES,ACVV Paarl (A/c No 2),300000.0
67161,WESTERN CAPE,CHARITIES,Molo Songololo,869000.0
66686,WESTERN CAPE,CHARITIES,Camphill Village,622792.0
55445,WESTERN CAPE,CHARITIES,Astra Ctr-a/c Jewish Sheltered Employment Ctr,91000.0
65744,WESTERN CAPE,CHARITIES,Dementia SA,836118.0
65589,WESTERN CAPE,CHARITIES,Klein Karoo Resource Centre,360000.0
67109,WESTERN CAPE,CHARITIES,Educational Support Services Trust Trading a/c,1142000.0
67306,WESTERN CAPE,CHARITIES,Peter Pan Down Syndrome Centre,601000.0
54233,WESTERN CAPE,CHARITIES,Anglican AIDS and Healthcare Trust,200000.0
66219,WESTERN CAPE,CHARITIES,Kleinbegin Dienssentrum,28120.0
65525,WESTERN CAPE,CHARITIES,Nomaxabiso Centre for Children with Special Needs,200000.0
67203,WESTERN CAPE,CHARITIES,Westlake United Church Trust,751502.0
65329,WESTERN CAPE,CHARITIES,Hurdy Gurdy House,161500.0
69344,WESTERN CAPE,CHARITIES,De La Bat Skool,1544430.0
66561,WESTERN CAPE,CHARITIES,Fasfacts,988300.0
52081,WESTERN CAPE,CHARITIES,Ebenheaser Service Centre,393120.0
63600,WESTERN CAPE,CHARITIES,Ladismith Kinder & Gesinsorg Vereeniging,827943.0
65237,WESTERN CAPE,CHARITIES,CORA(Caring for Orphans in Burial Areas),189000.0
67556,WESTERN CAPE,CHARITIES,Helderberg Society for the Aged,1218037.0
67142,WESTERN CAPE,CHARITIES,ACVV Ceres,489106.0
67561,WESTERN CAPE,CHARITIES,Deafblind South Africa,313000.0
67308,WESTERN CAPE,CHARITIES,Grassroots Adult Education & Training Trust,990000.0
67693,WESTERN CAPE,CHARITIES,The Academy for Adults With Autism,257717.0
66325,WESTERN CAPE,CHARITIES,Soil for Life,310000.0
69492,WESTERN CAPE,CHARITIES,Rosemoor Cottages & Service Centre,323000.0
69334,WESTERN CAPE,CHARITIES,Life Community Services,518000.0
67864,WESTERN CAPE,CHARITIES,Andries Olivier Durbanville Quadriplegic Home,222677.0
67681,WESTERN CAPE,CHARITIES,Masonic Home for Quadriplegics & Paraplegics,165783.0
67206,WESTERN CAPE,CHARITIES,Learn to Earn,877049.0
69559,WESTERN CAPE,CHARITIES,SANCA Western Cape,1688790.0
66898,WESTERN CAPE,CHARITIES,Cape Kidney Association,583604.0
66770,WESTERN CAPE,CHARITIES,Sobambisana Community Dev Programme,371977.0
65804,WESTERN CAPE,CHARITIES,Beauty for Ashes Ministries,705836.0
65549,WESTERN CAPE,CHARITIES,Vroue Aksie Groep,100000.0
67869,WESTERN CAPE,CHARITIES,Fisantekraal Centre for Development,70510.0
65598,WESTERN CAPE,CHARITIES,Masakhane Youth Centre,778998.0
66894,WESTERN CAPE,CHARITIES,Mitchells Plain Comm Advice & Dev Project,375416.0
