Project Number,Province,Sector,Name,Amount
66837,GAUTENG,CHARITIES,Woman Against Rape,462600.0
67773,GAUTENG,CHARITIES,Zicabangeleni Project,189649.0
66207,GAUTENG,CHARITIES,Edutak,480000.0
67482,GAUTENG,CHARITIES,SAVF Reenboog Kleuterskool,299536.0
66518,GAUTENG,CHARITIES,Vita Nova Centre,645000.0
66621,GAUTENG,CHARITIES,Suikerbekkies Pre-Primary School,238236.0
66228,GAUTENG,CHARITIES,Northern Pretoria Development Scheme,320000.0
66081,GAUTENG,CHARITIES,Redibone Day Care Centre,164550.0
67287,GAUTENG,CHARITIES,Future Kid's Pre-School,200000.0
67272,GAUTENG,CHARITIES,Just Footprints Foundation,257000.0
65706,GAUTENG,CHARITIES,Tswelelang Creche,137000.0
67364,GAUTENG,CHARITIES,Greater Benoni Child & Family Welfare Society,948396.0
67594,GAUTENG,CHARITIES,Lesedi Educare Centre,277850.0
68805,GAUTENG,CHARITIES,Kingdom Kids Early Learning Centre,144602.0
67903,GAUTENG,CHARITIES,Youth For Survival,584735.0
67421,GAUTENG,CHARITIES,Down Syndrome SA,1122826.0
67022,GAUTENG,CHARITIES,Eunice Lesego Educare,62471.0
64205,GAUTENG,CHARITIES,SAVF Ring Ting Dagsorg,146872.0
67620,GAUTENG,CHARITIES,Alpha Trauma Centre,286750.0
66268,GAUTENG,CHARITIES,Baleseng Day Care Centre,248800.0
66086,GAUTENG,CHARITIES,Sunrise Day Care Centre,580754.0
66428,GAUTENG,CHARITIES,SAVF Nursery School,70000.0
67141,GAUTENG,CHARITIES,SAVF Womens Fed SS-a/c SAVF PTA Social Services,600300.0
66847,GAUTENG,CHARITIES,Down Syndrome Association Pretoria,758280.0
66092,GAUTENG,CHARITIES,Conquest for Life,721000.0
43722,GAUTENG,CHARITIES,Nomini Primary School,30000.0
50579,GAUTENG,CHARITIES,Tebogo Day Care Centre,111000.0
50358,GAUTENG,CHARITIES,SANCA JHB Society,1277530.0
68103,GAUTENG,CHARITIES,Empilweni HIV & AIDS Projects,572500.0
64944,GAUTENG,CHARITIES,Mogau Day Care Centre,300514.0
66069,GAUTENG,CHARITIES,Buhle Bemfundo Pre Combined Day Care,865471.0
58090,GAUTENG,CHARITIES,Action Labourers for the Harvest,500000.0
65912,GAUTENG,CHARITIES,Little Eden Soc for Care of Pers wth Mental H'cap,750000.0
67033,GAUTENG,CHARITIES,Catholic Women's League,367870.0
68260,GAUTENG,CHARITIES,Elandsdrift Parent Assoc & Childrens Welfare,480138.0
67528,GAUTENG,CHARITIES,Gauteng Kidney Association,526000.0
68050,GAUTENG,CHARITIES,Tshadis Day Care Centre,145175.0
64134,GAUTENG,CHARITIES,Vanderbijlpark Trauma Counseling Empowerment Centre,162000.0
67506,GAUTENG,CHARITIES,Tau MM t/a Little Stars Day Care Centre,44525.0
67179,GAUTENG,CHARITIES,Luvuyo Orphanage Home,103500.0
42187,GAUTENG,CHARITIES,Simunye Disabled Centre,302300.0
55508,GAUTENG,CHARITIES,Siyathuthuka Nursery School,141300.0
66067,GAUTENG,CHARITIES,Sechaba Day Care Clinic Centre,439570.0
66512,GAUTENG,CHARITIES,"National Lesbian,Gay,Bisexual,Trangendered & Int",320000.0
65633,GAUTENG,CHARITIES,Emthonjeni-Fountains of Life Aids Project,683900.0
67373,GAUTENG,CHARITIES,Ons Tuis Multi Purpose Frail Care Centre (Riviera),210000.0
67810,GAUTENG,CHARITIES,Mashs Computer Training,82053.0
66515,GAUTENG,CHARITIES,SANCA Thusong,852000.0
66291,GAUTENG,CHARITIES,Isidingo Need Home Based Care,118000.0
67571,GAUTENG,CHARITIES,Siphimfundo Pre-School & Day Care Centre,152575.0
68399,GAUTENG,CHARITIES,Are Goleng Day Care,89000.0
72561,GAUTENG,CHARITIES,Imbewu Enhle Projects,74500.0
67132,GAUTENG,CHARITIES,NHT Highveld Horse Care Unit,159000.0
69428,GAUTENG,CHARITIES,Imbalenhle Community Centre,150500.0
67218,GAUTENG,CHARITIES,Happy Day Mother Care Centre,190097.0
66578,GAUTENG,CHARITIES,Lindokuhle Day Care,139376.0
66296,GAUTENG,CHARITIES,Hlengiwe Women of Destiny,113000.0
66593,GAUTENG,CHARITIES,Children's Disability Centre,964100.0
67323,GAUTENG,CHARITIES,Future Families,412500.0
66615,GAUTENG,CHARITIES,Tsakane Day Care,182385.0
67244,GAUTENG,CHARITIES,F.W.C Welfare and Development,297000.0
61155,GAUTENG,CHARITIES,The Love Ones of God,250908.0
67085,GAUTENG,CHARITIES,Kopano Lerato OVC Program,215000.0
67339,GAUTENG,CHARITIES,Nazareth House Johannesburg,355000.0
67415,GAUTENG,CHARITIES,Are Rutaneng Day Care Centre,178850.0
60441,GAUTENG,MISCELLANEOUS,Mass Media Project,1872907.0
60214,GAUTENG,MISCELLANEOUS,Amaha/Kwaito Nation,2500000.0
27020,GAUTENG,MISCELLANEOUS,National Research Foundation - SKA,8500000.0
63068,GAUTENG,MISCELLANEOUS,Jet Education Services,1297247.0
75053,GAUTENG,MISCELLANEOUS,Bophelong Community Hospice,991993.94
75040,GAUTENG,MISCELLANEOUS,Soweto Shinning Stars Youth Production,1414257.0
72563,GAUTENG,MISCELLANEOUS,Leamogetswe Safety Home,389500.0
60213,GAUTENG,MISCELLANEOUS,Hand In Hand Development,4496360.0
60441,GAUTENG,MISCELLANEOUS,Mass Media Project,802675.0
60245,GAUTENG,MISCELLANEOUS,Tomorrow Trust,1600000.0
74412,GAUTENG,MISCELLANEOUS,Sport Heroes Walk Against AIDS,991930.0
60192,GAUTENG,MISCELLANEOUS,Moral Regeneration Movement,1675000.0
72898,GAUTENG,MISCELLANEOUS,The Dependable Strengths Foundation,469224.0
75031,GAUTENG,MISCELLANEOUS,The Billion Child Appeal(SA),674800.0
75083,GAUTENG,MISCELLANEOUS,Albinism Society of South Africa,2370000.0
75128,GAUTENG,MISCELLANEOUS,SA Nat Council for the Blind,521500.0
75043,GAUTENG,MISCELLANEOUS,Lebone AIDS Care Project,1222858.0
72896,GAUTENG,MISCELLANEOUS,Lawyers for Human Rights - National Office,1130723.0
75085,GAUTENG,MISCELLANEOUS,MaAfrika Tikkun Association,1500000.0
60214,GAUTENG,MISCELLANEOUS,Amaha/Kwaito Nation,2500000.0
75221,GAUTENG,MISCELLANEOUS,Positive Womans Network,6616750.0
75115,GAUTENG,MISCELLANEOUS,Lucas Moripe Youth Development,1300000.0
75113,GAUTENG,MISCELLANEOUS,SANGONET(Southern African NGO Network),1500000.0
75148,GAUTENG,MISCELLANEOUS,Anawanti Development Organisation,621972.0
72180,GAUTENG,MISCELLANEOUS,Dream Team Foundation,1045500.0
72790,GAUTENG,SPORT,Noord Gauteng Judo Vereniging,200000.0
46592,GAUTENG,SPORT,SAFA Metsweding,800000.0
60355,GAUTENG,SPORT,Rekgutlile Primary School,100000.0
60317,GAUTENG,SPORT,Siviwe Primary School,100000.0
61010,GAUTENG,SPORT,Alpha Primary School,99999.0
60301,GAUTENG,SPORT,Letshego Primary School,100000.0
60311,GAUTENG,SPORT,Mosioa Primary School,100000.0
60332,GAUTENG,SPORT,Kitso Primary School,100000.0
60305,GAUTENG,SPORT,Khutlo Tharo Junior Secondary School,100000.0
60346,GAUTENG,SPORT,Qoqizizwe Intermediate School,100000.0
60693,GAUTENG,SPORT,Highveld Primary School,100000.0
60322,GAUTENG,SPORT,Thuto Kitso Comprehensive School,100000.0
60630,GAUTENG,SPORT,Pinegrove School,100000.0
60484,GAUTENG,SPORT,Hitekani Primary School,100000.0
60306,GAUTENG,SPORT,Tlholo Public School,100000.0
32264,GAUTENG,SPORT,Squash South Africa,1009650.0
60838,GAUTENG,SPORT,Northern Suburbs Tennis Club,200000.0
61289,GAUTENG,SPORT,Tshitso Primary School,100000.0
61037,GAUTENG,SPORT,Elandspark School,102675.0
60632,GAUTENG,SPORT,Hoerskool Fochville,94491.0
60359,GAUTENG,SPORT,Vulanindlela Secondary School,100000.0
60503,GAUTENG,SPORT,Parkrand Tennis Club,200000.0
48702,GAUTENG,SPORT,Lebogang Primary School,180000.0
46693,GAUTENG,SPORT,SA Equestrian Council,750000.0
46559,GAUTENG,SPORT,Gauteng Squash,568508.0
60360,GAUTENG,SPORT,Seipone Primary School,100000.0
60358,GAUTENG,SPORT,Ahanang Primary School,110000.0
49119,GAUTENG,SPORT,Volkskool Skoolfonds(Laer),72502.6
60558,GAUTENG,SPORT,Athletics Vaal Triangle,990000.0
61736,GAUTENG,SPORT,South African Hang Gliding & Paragliding Assoc,375448.0
62442,GAUTENG,SPORT,Die SA Jagters en Wildbewarings Vereniging,514245.0
48514,GAUTENG,SPORT,Buhlebemfundo Secondary School,100000.0
61096,GAUTENG,SPORT,Eligwa Primary School,104485.0
23565,GAUTENG,SPORT,SA Football Association,2965600.0
61626,GAUTENG,SPORT,National Association for Blind Bowlers,500000.0
60394,GAUTENG,SPORT,Tshebedisano Hoer Primere Skool,100000.0
60325,GAUTENG,SPORT,Mphethi Mahlatsi Secondary School,100000.0
47584,GAUTENG,SPORT,Hoerskool Pretoria-Wes Skoolfonds,100000.0
47400,GAUTENG,SPORT,Meyerton High School,100000.0
62412,GAUTENG,SPORT,South African Table Tennis Board,8248936.0
64385,GAUTENG,SPORT,USSA-a/c South African Student Sports Union,7000000.0
46270,GAUTENG,SPORT,South African Tennis Association,500000.0
24932,GAUTENG,SPORT,SA Equestrian Council,598586.0
61034,GAUTENG,SPORT,Parkdene Primary School,100000.0
49323,GAUTENG,SPORT,Hoerskool Hendrik Verwoerd,100000.0
60066,GAUTENG,SPORT,SASCOC,4000000.0
61992,GAUTENG,SPORT,SASCOC,2.8666666E7
72798,GAUTENG,SPORT,SASCOC,3.5E7
58365,GAUTENG,SPORT,Archery South Africa,387801.4
61561,GAUTENG,SPORT,No Limits Trampoline Club,199981.0
61894,GAUTENG,SPORT,Olympians Sports Club,135000.0
60347,GAUTENG,SPORT,Pudumo Primary School,100000.0
60909,GAUTENG,SPORT,Walton Jameson Primary School,99998.98
60316,GAUTENG,SPORT,Mthombolwazi Primary School,100000.0
48471,GAUTENG,SPORT,Bryanston High School,180000.0
61851,GAUTENG,SPORT,Nageng Combined School,100000.0
61007,GAUTENG,SPORT,Luyolo H P School,100000.0
61092,GAUTENG,SPORT,Banareng School Governing Body,99999.86
61717,GAUTENG,SPORT,Wheelchair Tennis South Africa,1069000.0
47886,GAUTENG,SPORT,Funukukhanya Primary School,100000.0
60353,GAUTENG,SPORT,Stretford Primary School,100000.0
61310,GAUTENG,SPORT,Florida High School,100000.0
61029,GAUTENG,SPORT,South African Deaf Sport Federation,3642050.0
40361,GAUTENG,SPORT,Kumalo Primary School,163500.0
62792,GAUTENG,SPORT,Eersterust Squash Club,81470.0
62056,GAUTENG,SPORT,Tshirela Primary School,100000.0
62439,GAUTENG,SPORT,SA Figure Skating Association-Gauteng North,525000.0
46687,GAUTENG,SPORT,South African Hockey Association,2888800.0
62063,GAUTENG,SPORT,Netball SA (a/c NSA Sporting Frontiers Africa),2000000.0
60343,GAUTENG,SPORT,Govan Mbeki Primary School,100000.0
62545,GAUTENG,SPORT,Triathlon South Africa,2000000.0
62683,GAUTENG,SPORT,Motorsport SA,180500.0
48168,GAUTENG,SPORT,Philip Kushlik School,100000.0
60439,GAUTENG,SPORT,SA National Archery Association,2000000.0
49114,GAUTENG,SPORT,Pretoria High School for Girls,101690.0
49112,GAUTENG,SPORT,Prestige College,100000.0
49280,GAUTENG,SPORT,SUNRAE - a/c Wits Univ Foundation,600000.0
62721,GAUTENG,SPORT,Akido Federation of South Africa,500000.0
48393,GAUTENG,SPORT,Madiba Comprehensive High School,180000.0
48209,GAUTENG,SPORT,Bokgoni Technical Secondary School,36165.0
60363,GAUTENG,SPORT,Obed Mosiane Primary School,102000.0
60829,GAUTENG,SPORT,Bud-Mbelle School,99997.0
49108,GAUTENG,SPORT,Eastleigh Primary School,96000.0
48719,GAUTENG,SPORT,Seroto Mmatshehla Primary School,180000.0
61011,GAUTENG,SPORT,Park Primary School Fund,99999.5
62480,GAUTENG,SPORT,Sedibeng Stoeivereniging,464885.0
62462,GAUTENG,SPORT,Gauteng Canoe Union,817664.0
62689,GAUTENG,SPORT,Motorsport SA,836000.0
61880,GAUTENG,SPORT,Unity College,100000.0
62093,GAUTENG,SPORT,Transoranje Skool Vir Leerders Met Doofheid,98067.4
62317,GAUTENG,SPORT,Eastern Cricket Union,1000000.0
46469,GAUTENG,SPORT,Ekurhuleni West College for FET,646344.0
60429,GAUTENG,SPORT,Brandvlei Skoolfonds,100000.0
60557,GAUTENG,SPORT,Mittal Athletics Club,200377.0
72559,GAUTENG,SPORT,Jabulani Football Club,200000.0
60320,GAUTENG,SPORT,Retlile Primary School,100000.0
60695,GAUTENG,SPORT,Stoneridge Primary School,100000.0
60352,GAUTENG,SPORT,Tumang Combined School,105200.0
62125,GAUTENG,SPORT,Centurion Canoe Club,150800.0
63662,GAUTENG,SPORT,Maitjibulo School Committee,100000.0
61566,GAUTENG,SPORT,Young Leeds Football Club,50000.0
49355,GAUTENG,SPORT,Laerskool Tuinrand,99996.0
47953,GAUTENG,SPORT,Rapelego Primary School,99118.6
62316,GAUTENG,SPORT,Kwa-Thema Disability Club,208601.0
62173,GAUTENG,SPORT,Generaal Jacques Pienaar Skoolfonds,100000.0
72797,GAUTENG,SPORT,SA Amateur Fencing Association,750000.0
61254,GAUTENG,SPORT,Marks Park Sports Club,198996.5
60692,GAUTENG,SPORT,Voortrekker Skoolfonds,100000.0
48862,GAUTENG,SPORT,Sivuse L P School,100000.0
62302,GAUTENG,SPORT,Koedoepark Tennis Club,200000.0
46749,GAUTENG,SPORT,SAFA Winterveldt Football Association,480040.0
32755,GAUTENG,SPORT,Judo South Africa,1000000.0
46773,GAUTENG,SPORT,Gauteng East Tennis Association,478595.5
38152,GAUTENG,SPORT,St Catherine's Dominican Convent,350000.0
49324,GAUTENG,SPORT,Vaal University of Technology,599967.0
49164,GAUTENG,SPORT,Gauteng Gymnastics Association,883069.0
62488,GAUTENG,SPORT,Association for Autism Pretoria,10029.0
60522,GAUTENG,SPORT,Magaliesburg State School,100000.0
48877,GAUTENG,SPORT,Kau Primary School,110000.0
62213,GAUTENG,SPORT,Zakheni Training and Development Centre,47048.0
64424,GAUTENG,SPORT,Medicos Special School,103400.0
61550,GAUTENG,SPORT,Arcadia Primary School,100000.0
48743,GAUTENG,SPORT,Mpengesi Primary School,100000.0
60756,GAUTENG,SPORT,Int Inst for Sport & Science Fitness Training SA,213836.0
61752,GAUTENG,SPORT,Gauteng North Wrestling,318210.0
46768,GAUTENG,SPORT,Roller Sport South Africa,600000.0
46301,GAUTENG,SPORT,Roosevelt High School,462810.0
60368,GAUTENG,SPORT,SA Tenniquoits Board (a/c SA Ringtennis Raad),900100.0
63572,GAUTENG,SPORT,Gauteng North Freshwater Bank Angling Assoc,249999.0
48620,GAUTENG,SPORT,Roseview Primary School,102304.0
40022,GAUTENG,SPORT,Laerskool Christiaan Beyers,200000.0
62057,GAUTENG,SPORT,Steenbok Metalsilhoeet Shooting Club,142906.0
62600,GAUTENG,SPORT,Central Gauteng Tenpin Bowling Association,457454.0
60821,GAUTENG,SPORT,Tygerpoort Laerskool,100000.0
62571,GAUTENG,SPORT,Pta Child & Family Care Society (a/c Child Welfare Tshwane),50700.0
60344,GAUTENG,SPORT,Phakamani Educational Centre,100000.0
61214,GAUTENG,SPORT,Central Gauteng Athletics,1000000.0
64414,GAUTENG,SPORT,Nothern Squash Association,500000.0
60553,GAUTENG,SPORT,Nedbank Running Club Vanderbijlpark,200000.0
63493,GAUTENG,SPORT,Rowing South Africa,2000000.0
61081,GAUTENG,SPORT,Kids Haven Benoni,50000.0
61172,GAUTENG,SPORT,SOS Childrens Villages,50000.0
62804,GAUTENG,SPORT,South African Tandem For The Blind,575988.0
60554,GAUTENG,SPORT,Vaal University of Technology,1000000.0
60671,GAUTENG,SPORT,Eagle Tumbling Club,200187.0
62735,GAUTENG,SPORT,Pirates Club Greenside,196800.0
62050,GAUTENG,SPORT,Tswelelang Higher Primary School,100000.0
61749,GAUTENG,SPORT,Saint Germans Primary School,100000.0
62287,GAUTENG,SPORT,Ema Primary School,87650.0
75200,GAUTENG,SPORT,SASCOC,1.0E7
62303,GAUTENG,SPORT,Kabelo Primary School,50000.0
61245,GAUTENG,SPORT,South African Tennis Association,2308000.0
60521,GAUTENG,SPORT,Ithuteng Secondary School,100000.0
61892,GAUTENG,SPORT,Milton Primary School,100776.0
62596,GAUTENG,SPORT,Forum For The Empowerment of Women,50094.0
49334,GAUTENG,SPORT,FH Odendaal High School,104600.0
62509,GAUTENG,SPORT,Hoerskool Linden,100000.0
62598,GAUTENG,SPORT,Novalis House Inc,50000.0
62507,GAUTENG,SPORT,Laerskool Montains Primary,96214.85
61714,GAUTENG,SPORT,Gateway School,100000.0
46687,GAUTENG,SPORT,South African Hockey Association,2888800.0
46731,GAUTENG,SPORT,Squash South Africa,1782320.0
32263,GAUTENG,SPORT,SASCOC,1.1853325E7
62179,GAUTENG,SPORT,Boikanyo Primary School,99972.0
61573,GAUTENG,SPORT,Apex Primary School,100000.0
62798,GAUTENG,SPORT,SA Pistol Vereniging,584000.0
61738,GAUTENG,SPORT,Tshepong Centre for the Disabled,50000.0
49307,GAUTENG,SPORT,Pretoria Technical High School,98819.4
63184,GAUTENG,SPORT,Noord Gauteng Judo,445954.54
46723,GAUTENG,SPORT,SASCOC,2.1902E7
61251,GAUTENG,SPORT,Hyde Park High School,100098.0
62425,GAUTENG,SPORT,Northern Gauteng Badminton Association,503892.0
62453,GAUTENG,SPORT,Centurion Rugby Club,200000.0
62453,GAUTENG,SPORT,Centurion Rugby Club,200000.0
62536,GAUTENG,SPORT,Boksburg Amateur Wrestling Club,111547.0
60760,GAUTENG,SPORT,Sedibeng Ringball Union,373000.0
75079,GAUTENG,SPORT,South African College Principals Organisation(SACPO),2.0896666E7
54729,KWAZULU-NATAL,ARTS,Duzi-Umngeni Conservation Trust,1317228.0
46023,KWAZULU-NATAL,ARTS,African Conservation Trust,800000.0
42833,KWAZULU-NATAL,ARTS,Msunduzi Music Centre,3116262.0
56094,KWAZULU-NATAL,ARTS,Wilderness Leadership School Trust,1424139.0
54688,KWAZULU-NATAL,ARTS,Keep The Dream 144,1005320.0
55029,KWAZULU-NATAL,ARTS,Duduza Serenade Youth Development,2877764.0
43616,KWAZULU-NATAL,ARTS,Durban & Coastal Mental Health,46778.47
44855,KWAZULU-NATAL,ARTS,Qhawes Entertainment Group,459900.0
56484,KWAZULU-NATAL,ARTS,Illovo Arts,721336.0
56487,KWAZULU-NATAL,ARTS,Omama Bempumelelo Crafters,588000.0
72670,KWAZULU-NATAL,ARTS,Committed Artist Foundation,1.621E7
56217,KWAZULU-NATAL,ARTS,Durban African Art Centre,115677.0
56293,KWAZULU-NATAL,ARTS,Sangeet Vidya Institute SA,1257403.44
56672,KWAZULU-NATAL,ARTS,Inkosenezigi Secondary School,296436.0
56539,KWAZULU-NATAL,ARTS,Tin Tin Productions,317377.8
60189,KWAZULU-NATAL,ARTS,Quadriplegic Association of KZN,1030357.12
44868,KWAZULU-NATAL,ARTS,Field Band Foundation,869236.0
55193,KWAZULU-NATAL,ARTS,Phoenix Community Centre,160000.0
28335,KWAZULU-NATAL,ARTS,KZN Dance Link,266701.0
56698,KWAZULU-NATAL,ARTS,Newlands Mashu Community Development Ctr,1076904.0
56576,KWAZULU-NATAL,ARTS,Thubalethu Creche,252010.2
56469,KWAZULU-NATAL,ARTS,Art for Humanity,396208.0
56353,KWAZULU-NATAL,ARTS,Sukuma Cato Crest,933356.0
16588,KWAZULU-NATAL,ARTS,Wildlands Conservation Trust,2232262.4
56180,KWAZULU-NATAL,ARTS,Magqubu Ntombela Memorial Foundation,114382.0
56367,KWAZULU-NATAL,ARTS,Project Preparation Trust of KZN,558000.0
56557,KWAZULU-NATAL,ARTS,Bambukhono Creche,130753.15
54996,KWAZULU-NATAL,ARTS,Phalane Primary School,146055.3
56248,KWAZULU-NATAL,ARTS,South Durban Community Environmental Alliance,500000.0
14707,KWAZULU-NATAL,ARTS,Ekubusisweni Child & Family Welfare Society,120000.0
38326,KWAZULU-NATAL,ARTS,Zulu Mpophomeni Tourism Experience,2776440.0
55228,KWAZULU-NATAL,ARTS,Phoenix Child And Family Welfare Society,420000.0
56159,KWAZULU-NATAL,ARTS,Tembaletu Trust,900000.0
43204,KWAZULU-NATAL,ARTS,African Conservation Trust,1600000.0
38230,KWAZULU-NATAL,ARTS,KwaMashu Community Advancement Projects,821470.6
41890,KWAZULU-NATAL,ARTS,English Language Educational Trust,338800.0
35498,KWAZULU-NATAL,ARTS,Phoenix Child And Family Welfare Society,2.15256605E7
55843,KWAZULU-NATAL,ARTS,Indian Academy of SA,90000.0
55999,KWAZULU-NATAL,ARTS,Port Shepstone Twinning Association,647000.0
43137,KWAZULU-NATAL,ARTS,Clowns Without Borders,548775.0
43202,KWAZULU-NATAL,ARTS,African Conservation Trust,828375.0
56751,KWAZULU-NATAL,ARTS,Nkungumathe Youth Development Forum,2450000.0
55066,KWAZULU-NATAL,ARTS,Phoenix Community Centre,1650000.0
43025,KWAZULU-NATAL,ARTS,Africa Ignite,1047866.0
56324,KWAZULU-NATAL,ARTS,Zethembe Community Development Org,636500.0
56410,KWAZULU-NATAL,ARTS,Natal Blind & Deaf Society-Finance Committee a/c,588000.0
56340,KWAZULU-NATAL,ARTS,Kwamakhutha Arts,721336.0
54987,KWAZULU-NATAL,ARTS,Nkungumathe Primary School,126575.5
56454,KWAZULU-NATAL,ARTS,Twist Theatre Development Projects,1688160.0
56545,KWAZULU-NATAL,ARTS,Mkhumbane Arts Development,2500000.0
56310,KWAZULU-NATAL,ARTS,Siphiwesihle,453339.6
56243,KWAZULU-NATAL,ARTS,Natest Primary School,63720.0
56553,KWAZULU-NATAL,ARTS,Lugaju Heritage Foundation,350000.0
56695,KWAZULU-NATAL,ARTS,Ntambanana Municipality,1534151.81
46121,KWAZULU-NATAL,ARTS,Ukuvuselelwa Kwama Africa Awareness,417120.0
55249,KWAZULU-NATAL,ARTS,Tshalulwazi Storytelling Foundation,1118580.0
55693,KWAZULU-NATAL,ARTS,Dramaide,787023.0
54876,KWAZULU-NATAL,ARTS,Child Welfare DBN a/c (DBN Children Society),400000.0
56453,KWAZULU-NATAL,ARTS,Green Network,2020572.0
56526,KWAZULU-NATAL,ARTS,Biowatch South Africa,900000.0
56094,KWAZULU-NATAL,ARTS,Wilderness Leadership School Trust,356035.0
43162,KWAZULU-NATAL,ARTS,Built Environment Support Group,911998.0
54870,KWAZULU-NATAL,ARTS,Sizanani Outreach Programme,490000.0
72670,KWAZULU-NATAL,ARTS,Committed Artist Foundation,5390000.0
56218,KWAZULU-NATAL,ARTS,Stable Theatre,186000.0
56756,KWAZULU-NATAL,ARTS,Zikhali Primary School,101553.34
55306,KWAZULU-NATAL,ARTS,Kwamakhutha Community Resource Centre,471186.61
59272,KWAZULU-NATAL,ARTS,Durban Music School,300000.0
43206,KWAZULU-NATAL,ARTS,African Conservation Trust,500000.0
56317,KWAZULU-NATAL,ARTS,Phoenix Foundation Trust,59541.0
46196,KWAZULU-NATAL,ARTS,Wildlife & Environment Society of SA,2402032.0
37688,KWAZULU-NATAL,ARTS,Midlands Meander Association,632120.0
56293,KWAZULU-NATAL,ARTS,Sangeet Vidya Institute SA,838268.96
28392,KWAZULU-NATAL,ARTS,Isimangaliso Wetland Park Authority,1064308.0
56467,KWAZULU-NATAL,ARTS,Inqaba Arts for the Disabled,572400.0
34732,KWAZULU-NATAL,ARTS,Natal Society of Arts,436316.0
75061,KWAZULU-NATAL,ARTS,Kwamakhutha Community Resource Centre,1247867.0
55276,KWAZULU-NATAL,ARTS,Thanda After School,475000.0
55029,KWAZULU-NATAL,ARTS,Duduza Serenade Youth Development,719441.0
41277,KWAZULU-NATAL,ARTS,Mzamo Child Guidance Clinic,3198443.79
54697,KWAZULU-NATAL,ARTS,Zamukuziphilisa Community Project,71787.0
42142,KWAZULU-NATAL,ARTS,Durban Music School,3577617.0
56565,KWAZULU-NATAL,ARTS,Gedlembana Creche,86448.32
56506,KWAZULU-NATAL,ARTS,Project Gateway-a/c Gateway,3198626.9
55010,KWAZULU-NATAL,ARTS,Siwela Sonke Dance Theatre,1567440.0
55780,KWAZULU-NATAL,ARTS,Natal Museum,208544.0
45420,KWAZULU-NATAL,CHARITIES,Siyaphambili Qondile Home Based Care,291500.0
50671,KWAZULU-NATAL,CHARITIES,Zikulise Community Upliftment Project,698203.0
52266,KWAZULU-NATAL,CHARITIES,Enkuliso Nursery School,100597.0
50860,KWAZULU-NATAL,CHARITIES,Nqutu AIDS Committee,200400.0
51772,KWAZULU-NATAL,CHARITIES,Tholulwazi Uzivikele Projects,747314.0
50412,KWAZULU-NATAL,CHARITIES,KZN Program for Survivors of Violence,480798.0
